CustomerKey,RecencyDays,Frequency,Monetary,AvgOrderValue,AvgBasketSize,TenureDays,LastPurchase,FirstPurchase,Churned90,IsRepeat,CustomerID,Country,Cluster,Segment
944,267,3,1218.7,406.23333333333335,6.709677419354839,260,2011-03-16 12:55:00,2010-06-29 11:30:00,1,1,13299,United Kingdom,2,Loyal Customers
945,168,3,1285.51,428.5033333333333,8.272727272727273,404,2011-06-23 13:09:00,2010-05-14 15:56:00,1,1,13300,United Kingdom,2,Loyal Customers
946,103,4,600.19,150.0475,4.2875,188,2011-08-28 11:25:00,2011-02-20 13:13:00,1,1,13301,United Kingdom,2,Loyal Customers
947,154,2,159.2,79.6,4.0,371,2011-07-07 17:56:00,2010-07-01 12:32:00,1,1,13302,United Kingdom,1,Promising
948,399,1,61.72,61.72,6.5,0,2010-11-04 14:55:00,2010-11-04 14:55:00,1,0,13303,United Kingdom,3,At Risk / Lapsed
949,350,4,1217.99,304.4975,9.17948717948718,318,2010-12-23 14:35:00,2010-02-08 12:42:00,1,1,13304,United Kingdom,2,Loyal Customers
950,3,16,3752.61,234.538125,11.51219512195122,635,2011-12-05 15:15:00,2010-03-10 14:49:00,0,1,13305,United Kingdom,0,Champions
951,429,1,53.65,53.65,18.5,0,2010-10-05 14:55:00,2010-10-05 14:55:00,1,0,13306,United Kingdom,3,At Risk / Lapsed
952,119,3,273.34,91.11333333333332,9.333333333333334,472,2011-08-11 17:14:00,2010-04-26 13:28:00,1,1,13307,United Kingdom,1,Promising
953,22,4,1670.37,417.5925,15.112676056338028,574,2011-11-17 09:31:00,2010-04-22 09:22:00,0,1,13308,United Kingdom,2,Loyal Customers
954,6,6,1706.37,284.39500000000004,14.723076923076922,385,2011-12-02 16:34:00,2010-11-12 12:10:00,0,1,13309,United Kingdom,2,Loyal Customers
955,27,5,1541.2,308.24,8.589473684210526,374,2011-11-11 17:23:00,2010-11-02 17:03:00,0,1,13310,United Kingdom,2,Loyal Customers
956,3,2,598.57,299.285,11.73076923076923,145,2011-12-05 12:55:00,2011-07-12 14:26:00,0,1,13311,United Kingdom,1,Promising
957,450,1,124.75,124.75,8.2,0,2010-09-14 14:36:00,2010-09-14 14:36:00,1,0,13312,United Kingdom,3,At Risk / Lapsed
958,21,12,3445.32,287.11,12.342245989304812,715,2011-11-17 16:48:00,2009-12-02 16:18:00,0,1,13313,United Kingdom,0,Champions
959,1,3,775.94,258.6466666666667,9.03225806451613,72,2011-12-08 12:29:00,2011-09-27 10:20:00,0,1,13314,United Kingdom,2,Loyal Customers
960,688,1,310.26,310.26,10.545454545454543,0,2010-01-19 15:34:00,2010-01-19 15:34:00,1,0,13315,United Kingdom,3,At Risk / Lapsed
961,36,10,12940.82,1294.082,115.20809248554912,602,2011-11-02 13:40:00,2010-03-10 10:01:00,0,1,13316,United Kingdom,0,Champions
962,65,19,6486.09,341.37315789473683,9.177842565597668,660,2011-10-04 13:35:00,2009-12-13 11:11:00,0,1,13317,United Kingdom,0,Champions
963,0,3,640.76,213.58666666666667,15.2,36,2011-12-08 18:51:00,2011-11-02 13:26:00,0,1,13318,United Kingdom,1,Promising
964,4,58,22082.5,380.7327586206897,9.706806282722512,727,2011-12-04 13:34:00,2009-12-06 14:46:00,0,1,13319,United Kingdom,0,Champions
965,77,6,2211.6,368.6,10.12751677852349,400,2011-09-22 18:07:00,2010-08-18 10:29:00,0,1,13320,United Kingdom,2,Loyal Customers
966,71,2,567.36,283.68,33.81818181818182,14,2011-09-28 15:24:00,2011-09-14 15:18:00,0,1,13321,United Kingdom,1,Promising
967,16,1,199.48,199.48,4.68,0,2011-11-22 14:21:00,2011-11-22 14:21:00,0,0,13322,United Kingdom,1,Promising
968,2,5,787.85,157.57,8.333333333333334,81,2011-12-06 17:12:00,2011-09-16 13:23:00,0,1,13323,United Kingdom,2,Loyal Customers
969,35,18,10513.47,584.0816666666666,64.0,527,2011-11-03 16:28:00,2010-05-25 10:23:00,0,1,13324,United Kingdom,0,Champions
970,81,1,675.3,675.3,20.0,0,2011-09-19 10:36:00,2011-09-19 10:36:00,0,0,13325,United Kingdom,1,Promising
971,431,1,281.76,281.76,10.76923076923077,0,2010-10-03 16:00:00,2010-10-03 16:00:00,1,0,13326,United Kingdom,3,At Risk / Lapsed
972,38,20,9879.48,493.974,13.096491228070176,682,2011-11-01 10:21:00,2009-12-18 15:35:00,0,1,13327,United Kingdom,0,Champions
973,315,1,1308.48,1308.48,40.0,0,2011-01-27 15:22:00,2011-01-27 15:22:00,1,0,13328,United Kingdom,3,At Risk / Lapsed
974,31,8,5112.97,639.12125,27.888,703,2011-11-08 10:29:00,2009-12-04 15:41:00,0,1,13329,United Kingdom,0,Champions
975,92,6,2796.1,466.01666666666665,16.675213675213676,562,2011-09-08 12:27:00,2010-02-23 10:12:00,1,1,13330,United Kingdom,2,Loyal Customers
976,401,1,262.4,262.4,4.5,0,2010-11-03 08:04:00,2010-11-03 08:04:00,1,0,13331,United Kingdom,3,At Risk / Lapsed
977,13,1,350.9,350.9,8.523809523809524,0,2011-11-25 13:30:00,2011-11-25 13:30:00,0,0,13332,United Kingdom,1,Promising
978,410,3,1015.74,338.58,12.454545454545457,247,2010-10-24 13:24:00,2010-02-19 09:26:00,1,1,13333,United Kingdom,3,At Risk / Lapsed
979,81,5,6201.8,1240.36,6.746835443037975,570,2011-09-18 15:21:00,2010-02-25 12:21:00,0,1,13334,United Kingdom,2,Loyal Customers
980,76,1,795.12,795.12,10.96078431372549,0,2011-09-23 14:05:00,2011-09-23 14:05:00,0,0,13336,United Kingdom,1,Promising
981,545,1,1575.26,1575.26,11.264367816091951,0,2010-06-11 13:27:00,2010-06-11 13:27:00,1,0,13337,United Kingdom,3,At Risk / Lapsed
982,157,4,2445.62,611.405,8.9921875,545,2011-07-05 09:06:00,2010-01-05 12:25:00,1,1,13338,United Kingdom,2,Loyal Customers
983,200,1,860.12,860.12,6.037037037037037,0,2011-05-23 08:31:00,2011-05-23 08:31:00,1,0,13339,United Kingdom,1,Promising
984,44,12,22100.56,1841.7133333333331,44.8186046511628,609,2011-10-25 13:15:00,2010-02-22 14:54:00,0,1,13340,United Kingdom,0,Champions
985,260,1,775.85,775.85,7.166666666666667,0,2011-03-24 09:50:00,2011-03-24 09:50:00,1,0,13341,United Kingdom,1,Promising
986,177,1,353.43,353.43,7.105263157894737,0,2011-06-15 12:24:00,2011-06-15 12:24:00,1,0,13343,United Kingdom,1,Promising
987,67,3,2511.69,837.23,8.206896551724139,209,2011-10-03 09:45:00,2011-03-07 10:28:00,0,1,13344,United Kingdom,2,Loyal Customers
988,287,1,389.5,389.5,7.05,0,2011-02-25 09:01:00,2011-02-25 09:01:00,1,0,13345,United Kingdom,1,Promising
989,462,6,299.4,49.9,30.0,133,2010-09-03 11:41:00,2010-04-22 12:34:00,1,1,13346,United Kingdom,3,At Risk / Lapsed
990,69,1,341.36,341.36,25.625,0,2011-09-30 13:28:00,2011-09-30 13:28:00,0,0,13347,United Kingdom,1,Promising
991,63,1,233.76,233.76,9.714285714285714,0,2011-10-06 17:28:00,2011-10-06 17:28:00,0,0,13348,United Kingdom,1,Promising
992,10,1,247.32,247.32,14.0625,0,2011-11-29 08:07:00,2011-11-29 08:07:00,0,0,13349,United Kingdom,1,Promising
993,15,2,979.12,489.56,7.175,63,2011-11-23 16:33:00,2011-09-21 13:33:00,0,1,13350,United Kingdom,1,Promising
994,65,1,373.94,373.94,7.3125,0,2011-10-04 12:55:00,2011-10-04 12:55:00,0,0,13351,United Kingdom,1,Promising
995,59,1,397.98,397.98,13.375,0,2011-10-10 13:55:00,2011-10-10 13:55:00,0,0,13352,United Kingdom,1,Promising
996,70,1,743.53,743.53,11.84313725490196,0,2011-09-29 13:17:00,2011-09-29 13:17:00,0,0,13354,United Kingdom,1,Promising
997,121,1,674.7,674.7,9.8125,0,2011-08-09 14:48:00,2011-08-09 14:48:00,1,0,13355,United Kingdom,1,Promising
998,79,1,768.24,768.24,7.738095238095238,0,2011-09-20 14:33:00,2011-09-20 14:33:00,0,0,13356,United Kingdom,1,Promising
999,256,5,3795.01,759.002,5.310432569974555,369,2011-03-27 13:56:00,2010-03-22 14:30:00,1,1,13357,United Kingdom,2,Loyal Customers
1000,268,1,439.03,439.03,9.827586206896552,0,2011-03-16 11:52:00,2011-03-16 11:52:00,1,0,13358,United Kingdom,1,Promising
1001,63,2,1043.31,521.655,6.803571428571429,339,2011-10-07 09:30:00,2010-11-01 15:05:00,0,1,13359,United Kingdom,1,Promising
1002,431,4,1553.65,388.4125,14.272727272727272,269,2010-10-04 12:37:00,2010-01-08 11:16:00,1,1,13360,United Kingdom,3,At Risk / Lapsed
1003,471,2,1450.5,725.25,9.529411764705882,145,2010-08-24 14:56:00,2010-04-01 07:49:00,1,1,13361,United Kingdom,3,At Risk / Lapsed
1004,8,7,5394.07,770.5814285714285,8.325503355704697,415,2011-11-30 14:41:00,2010-10-10 15:27:00,0,1,13362,United Kingdom,2,Loyal Customers
1005,17,3,1723.86,574.62,11.235294117647058,392,2011-11-22 12:40:00,2010-10-26 11:07:00,0,1,13363,United Kingdom,2,Loyal Customers
1006,70,1,134.95999999999998,134.95999999999998,7.1,0,2011-09-29 18:13:00,2011-09-29 18:13:00,0,0,13364,United Kingdom,1,Promising
1007,33,2,2225.37,1112.685,9.7421875,184,2011-11-06 12:36:00,2011-05-06 12:00:00,0,1,13365,United Kingdom,2,Loyal Customers
1008,49,1,56.16,56.16,144.0,0,2011-10-20 13:37:00,2011-10-20 13:37:00,0,0,13366,United Kingdom,1,Promising
1009,431,1,510.2000000000001,510.2000000000001,12.65,0,2010-10-04 10:00:00,2010-10-04 10:00:00,1,0,13367,United Kingdom,3,At Risk / Lapsed
1010,256,4,1121.5,280.375,11.653846153846152,166,2011-03-28 09:59:00,2010-10-12 10:43:00,1,1,13368,United Kingdom,2,Loyal Customers
1011,365,1,616.5600000000001,616.5600000000001,10.642857142857142,0,2010-12-09 11:30:00,2010-12-09 11:30:00,1,0,13369,United Kingdom,3,At Risk / Lapsed
1012,371,1,1509.74,1509.74,8.794871794871796,0,2010-12-03 10:26:00,2010-12-03 10:26:00,1,0,13370,United Kingdom,3,At Risk / Lapsed
1013,504,2,2297.66,1148.83,11.076086956521738,127,2010-07-22 17:33:00,2010-03-17 15:29:00,1,1,13371,United Kingdom,3,At Risk / Lapsed
1014,89,1,378.64,378.64,6.913043478260869,0,2011-09-11 12:46:00,2011-09-11 12:46:00,0,0,13372,United Kingdom,1,Promising
1015,60,6,7587.19,1264.5316666666668,11.90782122905028,672,2011-10-10 10:51:00,2009-12-06 12:34:00,0,1,13373,United Kingdom,2,Loyal Customers
1016,414,2,422.8,211.4,7.9411764705882355,34,2010-10-21 10:04:00,2010-09-16 10:29:00,1,1,13374,United Kingdom,3,At Risk / Lapsed
1017,88,2,1792.23,896.115,15.830985915492958,356,2011-09-12 10:19:00,2010-09-21 08:12:00,0,1,13375,United Kingdom,2,Loyal Customers
1018,98,3,1019.76,339.92,9.30188679245283,135,2011-09-01 16:16:00,2011-04-19 13:03:00,1,1,13376,United Kingdom,2,Loyal Customers
1019,396,2,1552.88,776.44,9.58974358974359,249,2010-11-08 12:20:00,2010-03-04 10:06:00,1,1,13377,United Kingdom,3,At Risk / Lapsed
1020,25,3,572.56,190.85333333333327,6.195876288659794,110,2011-11-13 13:45:00,2011-07-26 12:26:00,0,1,13379,United Kingdom,1,Promising
1021,432,1,62.4,62.4,16.0,0,2010-10-03 10:18:00,2010-10-03 10:18:00,1,0,13380,United Kingdom,3,At Risk / Lapsed
1022,31,12,8224.37,685.3641666666667,14.396067415730338,706,2011-11-08 11:58:00,2009-12-01 15:19:00,0,1,13381,United Kingdom,0,Champions
1023,280,5,1387.58,277.516,10.034883720930232,451,2011-03-04 10:03:00,2009-12-08 09:56:00,1,1,13382,United Kingdom,2,Loyal Customers
1024,543,1,305.28000000000003,305.28000000000003,288.0,0,2010-06-14 11:45:00,2010-06-14 11:45:00,1,0,13383,United Kingdom,3,At Risk / Lapsed
1025,30,11,6680.83,607.3481818181818,15.68939393939394,469,2011-11-09 11:04:00,2010-07-27 12:22:00,0,1,13384,United Kingdom,0,Champions
1026,329,1,534.57,534.57,8.028571428571428,0,2011-01-14 09:52:00,2011-01-14 09:52:00,1,0,13385,United Kingdom,3,At Risk / Lapsed
1027,413,2,835.46,417.73,16.580645161290324,22,2010-10-21 12:52:00,2010-09-28 13:09:00,1,1,13386,United Kingdom,3,At Risk / Lapsed
1028,416,1,181.84,181.84,1.6714285714285717,0,2010-10-18 14:07:00,2010-10-18 14:07:00,1,0,13387,United Kingdom,3,At Risk / Lapsed
1029,130,3,1185.65,395.2166666666667,10.159420289855072,472,2011-07-31 12:52:00,2010-04-15 10:18:00,1,1,13388,United Kingdom,2,Loyal Customers
1030,10,3,797.96,265.9866666666667,8.411764705882353,221,2011-11-28 14:01:00,2011-04-21 12:12:00,0,1,13389,United Kingdom,2,Loyal Customers
1031,74,1,544.08,544.08,17.23076923076923,0,2011-09-26 08:38:00,2011-09-26 08:38:00,0,0,13390,United Kingdom,1,Promising
1032,203,1,59.8,59.8,4.0,0,2011-05-20 10:50:00,2011-05-20 10:50:00,1,0,13391,United Kingdom,1,Promising
1033,676,1,91.14,91.14,10.25,0,2010-01-31 13:34:00,2010-01-31 13:34:00,1,0,13392,United Kingdom,3,At Risk / Lapsed
1034,583,4,1131.45,282.8625,9.594202898550725,148,2010-05-05 09:34:00,2009-12-07 18:12:00,1,1,13393,United Kingdom,3,At Risk / Lapsed
1035,1,19,6621.7,348.5105263157895,13.09046454767726,736,2011-12-08 11:36:00,2009-12-01 11:58:00,0,1,13394,United Kingdom,0,Champions
1036,184,3,1180.23,393.41,20.493827160493822,236,2011-06-07 15:04:00,2010-10-14 13:00:00,1,1,13395,United Kingdom,2,Loyal Customers
1037,28,2,1360.99,680.495,13.953488372093023,290,2011-11-10 16:59:00,2011-01-24 13:37:00,0,1,13396,United Kingdom,2,Loyal Customers
1038,72,10,3191.87,319.187,15.01123595505618,616,2011-09-28 10:56:00,2010-01-20 09:50:00,0,1,13397,United Kingdom,0,Champions
1039,191,2,670.34,335.17,8.743589743589743,256,2011-05-31 13:17:00,2010-09-17 09:34:00,1,1,13398,United Kingdom,1,Promising
1040,463,3,275.4,91.8,8.0,54,2010-09-01 13:59:00,2010-07-08 17:47:00,1,1,13399,United Kingdom,3,At Risk / Lapsed
1041,582,1,310.83,310.83,12.347826086956522,0,2010-05-06 09:00:00,2010-05-06 09:00:00,1,0,13400,United Kingdom,3,At Risk / Lapsed
1042,126,4,1535.13,383.7825,11.53125,437,2011-08-04 15:51:00,2010-05-24 10:56:00,1,1,13402,United Kingdom,2,Loyal Customers
1043,17,3,229.5,76.5,12.666666666666666,705,2011-11-22 08:28:00,2009-12-16 13:23:00,0,1,13403,United Kingdom,1,Promising
1044,0,2,252.49,126.245,10.090909090909092,211,2011-12-08 15:37:00,2011-05-11 11:57:00,0,1,13404,United Kingdom,1,Promising
1045,203,5,1198.81,239.762,20.804878048780488,520,2011-05-19 16:31:00,2009-12-15 14:13:00,1,1,13405,United Kingdom,2,Loyal Customers
1046,426,2,568.92,284.46,32.44444444444444,204,2010-10-08 14:44:00,2010-03-18 07:29:00,1,1,13406,United Kingdom,3,At Risk / Lapsed
1047,578,3,2244.7,748.2333333333332,19.88235294117647,83,2010-05-10 12:41:00,2010-02-16 11:13:00,1,1,13407,United Kingdom,3,At Risk / Lapsed
1048,1,106,51733.46,488.0515094339623,35.19928400954654,733,2011-12-08 09:05:00,2009-12-04 09:31:00,0,1,13408,United Kingdom,0,Champions
1049,23,9,2201.96,244.66222222222223,24.88,707,2011-11-15 15:33:00,2009-12-08 13:43:00,0,1,13410,United Kingdom,2,Loyal Customers
1050,106,1,213.55,213.55,4.0,0,2011-08-24 13:57:00,2011-08-24 13:57:00,1,0,13411,United Kingdom,1,Promising
1051,619,1,487.35,487.35,5.176470588235294,0,2010-03-29 16:28:00,2010-03-29 16:28:00,1,0,13412,United Kingdom,3,At Risk / Lapsed
1052,639,6,429.44,71.57333333333334,10.581395348837209,47,2010-03-10 12:17:00,2010-01-21 17:43:00,1,1,13413,United Kingdom,3,At Risk / Lapsed
1053,133,6,2494.14,415.69,49.127272727272725,469,2011-07-29 11:45:00,2010-04-15 17:00:00,1,1,13414,United Kingdom,2,Loyal Customers
1054,472,4,784.17,196.0425,4.910891089108911,255,2010-08-24 11:38:00,2009-12-11 14:20:00,1,1,13415,United Kingdom,3,At Risk / Lapsed
1055,43,3,940.8,313.6,8.0,692,2011-10-27 08:56:00,2009-12-03 13:02:00,0,1,13416,United Kingdom,2,Loyal Customers
1056,4,6,1669.49,278.24833333333333,6.909090909090909,664,2011-12-05 08:49:00,2010-02-08 12:39:00,0,1,13417,United Kingdom,2,Loyal Customers
1057,11,31,12182.9,392.9967741935484,13.55,716,2011-11-28 10:23:00,2009-12-11 12:51:00,0,1,13418,United Kingdom,0,Champions
1058,63,1,221.06,221.06,17.1875,0,2011-10-07 12:49:00,2011-10-07 12:49:00,0,0,13419,United Kingdom,1,Promising
1059,149,2,159.85,79.925,12.625,20,2011-07-13 08:48:00,2011-06-22 11:35:00,1,1,13420,United Kingdom,1,Promising
1060,39,8,4048.25,506.03125,8.81060606060606,622,2011-10-30 14:21:00,2010-02-14 14:45:00,0,1,13421,United Kingdom,2,Loyal Customers
1061,63,1,2626.3,2626.3,10.440944881889765,0,2011-10-06 13:42:00,2011-10-06 13:42:00,0,0,13422,United Kingdom,2,Loyal Customers
1062,428,1,217.03,217.03,11.75,0,2010-10-07 09:02:00,2010-10-07 09:02:00,1,0,13423,United Kingdom,3,At Risk / Lapsed
1063,449,1,572.77,572.77,13.225,0,2010-09-16 10:49:00,2010-09-16 10:49:00,1,0,13424,United Kingdom,3,At Risk / Lapsed
1064,107,5,3390.4300000000003,678.086,13.322033898305085,471,2011-08-23 17:13:00,2010-05-09 14:35:00,1,1,13425,United Kingdom,2,Loyal Customers
1065,0,22,8167.38,371.2445454545455,14.192419825072886,729,2011-12-09 08:59:00,2009-12-09 15:16:00,0,1,13426,United Kingdom,0,Champions
1066,18,6,1006.53,167.755,16.923076923076923,702,2011-11-20 13:02:00,2009-12-17 13:44:00,0,1,13427,United Kingdom,2,Loyal Customers
1067,9,3,478.54,159.51333333333335,2.579710144927536,504,2011-11-29 14:20:00,2010-07-13 13:20:00,0,1,13428,United Kingdom,1,Promising
1068,10,4,1006.8,251.7,20.746268656716417,64,2011-11-29 09:10:00,2011-09-25 15:59:00,0,1,13429,United Kingdom,2,Loyal Customers
1069,18,2,679.45,339.725,15.326530612244898,67,2011-11-21 08:19:00,2011-09-14 14:26:00,0,1,13430,United Kingdom,1,Promising
1070,66,8,3316.24,414.53,12.170542635658917,592,2011-10-03 13:49:00,2010-02-18 11:53:00,0,1,13431,United Kingdom,2,Loyal Customers
1071,570,2,436.55,218.275,1.945454545454545,40,2010-05-17 13:18:00,2010-04-06 14:42:00,1,1,13432,United Kingdom,3,At Risk / Lapsed
1072,500,4,658.3199999999999,164.57999999999998,7.916666666666667,195,2010-07-26 16:55:00,2010-01-12 08:59:00,1,1,13433,United Kingdom,3,At Risk / Lapsed
1073,73,5,1666.86,333.372,24.685714285714287,581,2011-09-26 14:30:00,2010-02-22 09:54:00,0,1,13434,United Kingdom,2,Loyal Customers
1074,4,9,4447.33,494.1477777777778,18.483221476510067,494,2011-12-04 14:45:00,2010-07-27 16:56:00,0,1,13435,United Kingdom,0,Champions
1075,1,1,196.89,196.89,6.333333333333333,0,2011-12-08 10:33:00,2011-12-08 10:33:00,0,0,13436,United Kingdom,1,Promising
1076,13,7,3408.06,486.8657142857143,7.682634730538922,175,2011-11-25 14:00:00,2011-06-02 14:30:00,0,1,13437,United Kingdom,2,Loyal Customers
1077,546,1,46.5,46.5,10.0,0,2010-06-10 18:46:00,2010-06-10 18:46:00,1,0,13438,United Kingdom,3,At Risk / Lapsed
1078,254,3,986.61,328.87,5.700598802395209,270,2011-03-29 14:20:00,2010-07-01 14:36:00,1,1,13439,United Kingdom,2,Loyal Customers
1079,422,7,1295.25,185.03571428571428,9.71186440677966,28,2010-10-12 13:11:00,2010-09-14 10:34:00,1,1,13440,United Kingdom,2,Loyal Customers
1080,91,2,720.9,360.45,13.68421052631579,339,2011-09-09 09:38:00,2010-10-04 10:38:00,1,1,13441,United Kingdom,1,Promising
1081,666,3,419.87,139.95666666666668,3.026315789473684,70,2010-02-10 14:03:00,2009-12-01 14:59:00,1,1,13442,United Kingdom,3,At Risk / Lapsed
1082,448,6,1269.37,211.5616666666667,4.05050505050505,228,2010-09-17 12:31:00,2010-01-31 13:30:00,1,1,13443,United Kingdom,3,At Risk / Lapsed
1083,373,2,619.08,309.54,5.807017543859649,131,2010-11-30 13:02:00,2010-07-21 14:34:00,1,1,13444,United Kingdom,3,At Risk / Lapsed
1084,625,1,241.9,241.9,28.285714285714285,0,2010-03-23 15:34:00,2010-03-23 15:34:00,1,0,13445,United Kingdom,3,At Risk / Lapsed
1085,429,11,3881.89,352.8990909090909,12.515625,233,2010-10-05 18:51:00,2010-02-14 11:52:00,1,1,13446,United Kingdom,2,Loyal Customers
1086,22,3,1129.14,376.38000000000005,9.898305084745765,12,2011-11-16 13:38:00,2011-11-04 10:10:00,0,1,13447,United Kingdom,2,Loyal Customers
1087,16,12,8830.18,735.8483333333334,7.92,717,2011-11-23 12:33:00,2009-12-06 12:14:00,0,1,13448,United Kingdom,0,Champions
1088,23,1,291.88,291.88,11.68421052631579,0,2011-11-16 08:28:00,2011-11-16 08:28:00,0,0,13449,United Kingdom,1,Promising
1089,26,13,4120.04,316.92615384615385,29.374149659863946,576,2011-11-13 11:54:00,2010-04-15 19:15:00,0,1,13450,United Kingdom,0,Champions
1090,25,11,7088.92,644.4472727272728,5.118511263467189,601,2011-11-13 15:58:00,2010-03-21 16:13:00,0,1,13451,United Kingdom,0,Champions
1091,258,3,729.8,243.26666666666665,2.0,213,2011-03-25 14:19:00,2010-08-24 09:53:00,1,1,13452,United Kingdom,1,Promising
1092,165,3,781.6899999999999,260.56333333333333,8.525,236,2011-06-27 09:34:00,2010-11-02 13:23:00,1,1,13453,United Kingdom,2,Loyal Customers
1093,640,1,219.87,219.87,8.608695652173912,0,2010-03-08 14:40:00,2010-03-08 14:40:00,1,0,13454,United Kingdom,3,At Risk / Lapsed
1094,24,6,2905.93,484.32166666666666,6.840277777777778,706,2011-11-15 11:21:00,2009-12-09 08:58:00,0,1,13455,United Kingdom,2,Loyal Customers
1095,17,6,1766.72,294.4533333333333,12.142857142857142,189,2011-11-22 09:18:00,2011-05-16 15:34:00,0,1,13456,United Kingdom,2,Loyal Customers
1096,688,2,148.22,74.11,10.666666666666666,48,2010-01-20 08:48:00,2009-12-02 12:46:00,1,1,13457,United Kingdom,3,At Risk / Lapsed
1097,6,16,11959.27,747.454375,13.938144329896907,381,2011-12-02 15:29:00,2010-11-16 14:01:00,0,1,13458,United Kingdom,0,Champions
1098,624,2,1160.41,580.2049999999999,13.506849315068491,57,2010-03-25 10:24:00,2010-01-26 13:35:00,1,1,13459,United Kingdom,3,At Risk / Lapsed
1099,28,2,183.44,91.72,16.823529411764707,20,2011-11-10 17:17:00,2011-10-21 09:50:00,0,1,13460,United Kingdom,1,Promising
1100,38,6,4160.0,693.3333333333334,50.516129032258064,558,2011-11-01 09:01:00,2010-04-21 16:01:00,0,1,13461,United Kingdom,2,Loyal Customers
1101,252,5,1153.85,230.77,9.816901408450704,473,2011-04-01 11:20:00,2009-12-14 09:48:00,1,1,13462,United Kingdom,2,Loyal Customers
1102,57,6,3097.64,516.2733333333333,9.536423841059603,559,2011-10-12 15:01:00,2010-03-31 15:22:00,0,1,13464,United Kingdom,2,Loyal Customers
1103,445,2,931.12,465.56,17.176470588235293,139,2010-09-19 15:13:00,2010-05-02 15:30:00,1,1,13465,United Kingdom,3,At Risk / Lapsed
1104,183,5,1013.35,202.67,12.0,444,2011-06-08 16:39:00,2010-03-21 13:50:00,1,1,13466,United Kingdom,2,Loyal Customers
1105,10,2,1071.91,535.955,5.918367346938775,25,2011-11-29 10:01:00,2011-11-03 16:56:00,0,1,13467,United Kingdom,1,Promising
1106,1,72,13375.51,185.7709722222222,7.994497936726272,734,2011-12-08 10:39:00,2009-12-03 13:32:00,0,1,13468,United Kingdom,0,Champions
1107,652,1,82.4,82.4,8.666666666666666,0,2010-02-24 15:03:00,2010-02-24 15:03:00,1,0,13469,United Kingdom,3,At Risk / Lapsed
1108,98,2,165.0,82.5,10.0,15,2011-09-01 14:57:00,2011-08-16 17:06:00,1,1,13470,United Kingdom,1,Promising
1109,0,4,2501.84,625.46,6.232283464566929,46,2011-12-08 15:44:00,2011-10-23 13:10:00,0,1,13471,United Kingdom,2,Loyal Customers
1110,463,2,592.24,296.12,11.071428571428571,91,2010-09-02 09:41:00,2010-06-02 09:48:00,1,1,13472,United Kingdom,3,At Risk / Lapsed
1111,60,8,2657.76,332.22,14.285714285714286,663,2011-10-10 11:20:00,2009-12-15 19:02:00,0,1,13473,United Kingdom,2,Loyal Customers
1112,235,3,646.59,215.53,2.523809523809524,258,2011-04-17 13:53:00,2010-08-01 14:40:00,1,1,13474,United Kingdom,1,Promising
1113,190,4,1431.78,357.945,11.767441860465116,107,2011-06-01 13:52:00,2011-02-14 12:36:00,1,1,13475,United Kingdom,2,Loyal Customers
1114,178,5,2061.4700000000003,412.294,6.726415094339623,466,2011-06-14 12:00:00,2010-03-05 09:39:00,1,1,13476,United Kingdom,2,Loyal Customers
1115,37,11,2819.17,256.28818181818184,13.318471337579618,646,2011-11-02 12:04:00,2010-01-25 11:52:00,0,1,13477,United Kingdom,0,Champions
1116,468,5,2215.78,443.15600000000006,9.512,207,2010-08-27 13:23:00,2010-01-31 15:51:00,1,1,13478,United Kingdom,3,At Risk / Lapsed
1117,200,4,851.37,212.8425,13.50943396226415,276,2011-05-23 10:45:00,2010-08-19 16:18:00,1,1,13479,United Kingdom,2,Loyal Customers
1118,416,2,627.82,313.91,8.829268292682928,262,2010-10-19 11:53:00,2010-01-29 12:35:00,1,1,13480,United Kingdom,3,At Risk / Lapsed
1119,45,11,3830.84,348.2581818181818,9.174107142857142,689,2011-10-25 09:07:00,2009-12-04 12:37:00,0,1,13481,United Kingdom,0,Champions
1120,231,2,336.09,168.045,9.35,395,2011-04-21 17:03:00,2010-03-22 10:31:00,1,1,13482,United Kingdom,1,Promising
1121,65,1,140.34,140.34,16.0,0,2011-10-05 11:53:00,2011-10-05 11:53:00,0,0,13483,United Kingdom,1,Promising
1122,240,3,790.72,263.5733333333333,5.743589743589744,398,2011-04-12 16:30:00,2010-03-10 11:46:00,1,1,13484,United Kingdom,2,Loyal Customers
1123,232,11,3015.2200000000003,274.1109090909091,11.445859872611464,503,2011-04-20 13:58:00,2009-12-03 13:46:00,1,1,13485,United Kingdom,2,Loyal Customers
1124,77,3,1122.41,374.1366666666667,9.695652173913045,76,2011-09-22 13:13:00,2011-07-07 17:19:00,0,1,13486,United Kingdom,2,Loyal Customers
1125,57,5,846.87,169.374,7.387755102040816,677,2011-10-13 12:07:00,2009-12-05 10:25:00,0,1,13487,United Kingdom,2,Loyal Customers
1126,16,23,15587.88,677.7339130434782,10.899171270718233,666,2011-11-22 14:41:00,2010-01-25 10:13:00,0,1,13488,United Kingdom,0,Champions
1127,104,4,449.52,112.38,40.0,189,2011-08-26 13:16:00,2011-02-18 10:42:00,1,1,13489,United Kingdom,1,Promising
1128,653,1,154.25,154.25,3.125,0,2010-02-23 14:48:00,2010-02-23 14:48:00,1,0,13490,United Kingdom,3,At Risk / Lapsed
