ReturnKey,DateKey,CustomerKey,ProductKey,CountryKey,Invoice,StockCode,ReturnQty,ReturnAmount
5092,20100519,2223,1213,41,C509015,21918,3,1.26
5093,20100519,2223,1104,41,C509015,21790,3,2.55
5094,20100519,2223,1212,41,C509015,21917,3,1.26
5095,20100519,2223,1466,41,C509015,22233,1,1.65
5096,20100519,2223,1445,41,C509015,22209,4,6.6
5097,20100519,2223,4430,41,C509015,85211,2,3.3
5098,20100519,2223,1653,41,C509015,22437,6,5.1
5099,20100519,2223,1652,41,C509015,22436,6,3.9000000000000004
5100,20100519,2223,1558,41,C509015,22332,2,3.3
5101,20100519,2223,38,41,C509015,16011,24,5.04
5102,20100519,2223,1187,41,C509015,21891,3,3.75
5103,20100519,0,3772,41,509016,84625B,47,0.0
5104,20100520,4213,3444,41,C509034,79323GR,4,27.0
5105,20100520,3225,3889,41,C509036,84795D,1,6.95
5106,20100520,601,1659,41,C509042,22443,2,15.9
5107,20100520,1468,3448,41,C509045,79323W,6,40.5
5108,20100520,1468,1455,41,C509045,22220,1,9.95
5109,20100520,125,1027,16,C509048,21700,12,10.2
5110,20100520,125,401,16,C509048,20914,1,2.95
5111,20100520,125,1705,16,C509048,22494,1,1.25
5112,20100520,5419,263,41,C509102,20729,2,2.5
5113,20100520,2231,1106,41,C509135,21792,1,6.75
5114,20100520,2231,1435,41,C509135,22198,1,1.65
5115,20100520,738,1671,41,C509138,22456,2,9.9
5116,20100520,738,4299,41,C509140,85121B,2,17.0
5117,20100520,2620,4136,41,C509149,84997D,1,3.75
5118,20100520,2620,2995,41,C509149,37450,1,2.95
5119,20100520,2620,633,41,C509149,21232,1,1.25
5120,20100520,2620,1680,41,C509149,22467,1,2.55
5121,20100520,1743,1378,41,C509171,22138,2,9.9
5122,20100520,472,3423,41,C509172,79164,2,3.3
5123,20100520,472,3631,41,C509174,84459A,12,17.88
5124,20100520,472,4408,41,C509174,85188A,24,20.4
5125,20100520,741,242,41,C509176,20702,2,8.5
5126,20100520,741,3135,41,C509176,47505,2,9.9
5127,20100520,741,3811,41,C509176,84676,2,5.9
5128,20100520,741,1545,41,C509176,22319,12,7.800000000000001
5129,20100520,1269,1378,41,C509177,22138,1,4.95
5130,20100520,1269,789,41,C509177,21411,1,4.25
5131,20100520,5242,1414,41,C509190,22177,2,19.9
5132,20100520,5242,986,41,C509190,21658,1,3.95
5133,20100520,0,1608,41,C509192,22386,1,1.95
5134,20100521,5257,844,41,C509218,21474,1,19.95
5135,20100521,328,1149,21,C509272,21843,1,10.95
5136,20100521,2552,1467,8,C509274,22236,1,12.75
5137,20100521,1921,1378,41,C509275,22138,2,9.9
5138,20100521,0,3381,41,509277,75049L,6,0.0
5139,20100521,0,313,41,509280,20791,5,0.0
5140,20100521,5833,1185,41,C509281,21889,3,3.75
5141,20100521,5833,1699,41,C509281,22487,1,9.95
5142,20100521,0,3878,41,509282,84770,3,0.0
5143,20100521,0,3032,41,509285,37492D,27,0.0
5144,20100521,0,4394,41,509286,85184B,8,0.0
5145,20100521,5024,1531,41,C509287,22305,1,2.55
5146,20100521,5024,1530,41,C509287,22304,1,2.55
5147,20100521,0,1001,41,509288,21674,1,0.0
5148,20100521,0,719,41,509289,21335,4,0.0
5149,20100521,0,1146,41,509290,21839,15,0.0
5150,20100521,0,3055,41,509291,44091C,6,0.0
5151,20100521,2474,4059,41,C509292,84945,1,0.85
5152,20100521,2474,1817,41,C509292,22611,1,4.95
5153,20100521,3233,1149,41,C509293,21843,1,10.95
5154,20100521,3233,893,41,C509293,21539,2,9.9
5155,20100521,1679,232,41,C509297,20692,1,4.25
5156,20100521,0,3879,41,509298,84773,16,0.0
5157,20100521,0,3933,41,509299,84824,4,0.0
5158,20100521,0,3028,41,509301,37491D,4,0.0
5159,20100521,0,2831,41,509305,35537,16,0.0
5160,20100521,0,3026,41,509304,37491B,7,0.0
5161,20100521,0,3644,41,509306,84499,43,0.0
5162,20100521,0,1471,41,509308,22244,37,0.0
5163,20100521,0,1470,41,509309,22243,15,0.0
5164,20100521,0,1025,41,509310,21698,400,0.0
5165,20100521,0,810,41,509312,21437,1,0.0
5166,20100521,0,768,41,509314,21388,119,0.0
5167,20100521,0,93,41,509315,16215,86,0.0
5168,20100521,0,92,41,509316,16212,205,0.0
5169,20100521,0,438,41,509317,20980,10,0.0
5170,20100521,0,434,41,509318,20976,17,0.0
5171,20100521,0,319,41,509319,20799,15,0.0
5172,20100521,0,486,41,509325,21041,21,0.0
5173,20100521,0,483,41,509323,21038,20,0.0
5174,20100521,0,485,41,509324,21040,30,0.0
5175,20100521,0,570,41,509326,21157,15,0.0
5176,20100521,0,3023,41,509327,37489C,11,0.0
5177,20100521,0,3024,41,509328,37489D,12,0.0
5178,20100521,0,3022,41,509329,37489B,14,0.0
5179,20100521,0,2971,41,509331,37348,3,0.0
5180,20100521,0,3012,41,509330,37482B,130,0.0
5181,20100521,0,4233,41,509332,85053,50,0.0
5182,20100521,0,3019,41,509334,37487B,9,0.0
5183,20100521,0,3864,41,509335,84753A,1,0.0
5184,20100521,0,767,41,509336,21387,19,0.0
5185,20100521,810,1039,41,C509341,21714,18,11.700000000000001
5186,20100521,1933,1378,41,C509342,22138,3,14.850000000000001
5187,20100521,1213,3820,41,C509343,84687,1,1.95
5188,20100521,1213,3818,41,C509343,84685,1,1.25
5189,20100521,1213,1305,41,C509343,22064,1,1.65
5190,20100521,1213,4460,41,C509343,85232A,1,4.95
5191,20100521,1213,4122,41,C509343,84989A,1,0.42
5192,20100521,742,1678,41,C509344,22465,1,1.65
5193,20100521,742,568,41,C509344,21155,3,6.300000000000001
5194,20100521,742,401,41,C509344,20914,1,2.95
5195,20100521,571,1106,41,C509345,21792,1,6.75
5196,20100521,2512,672,41,C509346,21279,1,2.55
5197,20100521,0,4897,41,C509368,S,1,3.49
5198,20100521,1192,1589,41,C509376,22363,1,2.95
5199,20100521,1192,273,41,C509376,20747,2,25.5
5200,20100521,5256,3448,41,C509380,79323W,22,119.9
5201,20100521,1192,1455,41,C509382,22220,1,9.95
5202,20100521,1192,701,41,C509382,21314,4,7.4
5203,20100523,5347,1185,41,C509391,21889,1,1.25
5204,20100523,5347,1526,41,C509391,22300,1,2.55
5205,20100523,5347,259,41,C509391,20725,1,1.65
5206,20100523,5347,1743,41,C509391,22534,17,7.14
5207,20100523,5347,1415,41,C509391,22178,12,15.0
5208,20100523,5347,3448,41,C509391,79323W,3,20.25
5209,20100523,5347,3445,41,C509391,79323LP,3,20.25
5210,20100523,5497,1680,41,C509414,22467,1,2.55
5211,20100523,1642,1319,41,C509419,22078,30,63.0
5212,20100523,1642,4575,41,C509419,90046,2,9.9
5213,20100523,1642,4576,41,C509419,90048,10,49.5
5214,20100523,1642,4577,41,C509419,90049,7,34.65
5215,20100523,3166,3569,41,C509436,84247N,11,32.45
5216,20100523,3166,3822,41,C509436,84689,12,19.799999999999997
5217,20100523,3166,3817,41,C509436,84684,48,40.8
5218,20100523,3166,3819,41,C509436,84686,16,26.4
5219,20100523,3166,3821,41,C509436,84688,24,39.599999999999994
5220,20100523,3166,3823,41,C509436,84690,2,15.9
5221,20100523,3166,3485,41,C509436,82486,2,15.9
5222,20100524,0,1813,41,C509449,22607,1,8.5
5223,20100524,0,1812,41,C509449,22606,1,15.95
5224,20100524,0,1811,41,C509449,22605,1,12.75
5225,20100524,4641,4878,41,C509473,ADJUST,1,300.13
5226,20100524,4024,4878,41,C509474,ADJUST,1,72.45
5227,20100524,4954,4878,41,C509475,ADJUST,1,358.47
5228,20100524,4205,1583,41,C509539,22357,3,12.75
5229,20100524,0,2872,41,509541,35793,50,0.0
5230,20100524,0,1025,41,509547,21698,80,0.0
5231,20100524,4706,3442,41,C509570,79323B,12,81.0
5232,20100524,0,4358,41,509571,85162C,70,0.0
5233,20100524,5325,1072,41,C509583,21749,2,3.7
5234,20100524,0,2821,41,509594,35160,590,0.0
5235,20100524,0,2982,41,509599,37422,250,0.0
5236,20100524,425,983,31,C509608,21655,60,87.0
5237,20100524,425,168,31,C509608,17164B,2,0.84
5238,20100524,425,3709,31,C509608,84562A,1,7.95
5239,20100524,425,18,31,C509608,15036,12,9.0
5240,20100524,425,1254,31,C509608,21986,24,6.959999999999999
5241,20100524,425,422,31,C509608,20963,10,12.5
5242,20100525,4432,1823,41,C509612,22617,3,14.850000000000001
5243,20100525,5295,1378,41,C509613,22138,3,14.850000000000001
5244,20100525,5295,1823,41,C509613,22617,3,14.850000000000001
5245,20100525,5295,1718,41,C509613,22508,1,3.75
5246,20100525,3244,1378,41,C509614,22138,6,29.700000000000003
5247,20100525,5747,1841,41,C509619,22635,4,39.8
5248,20100525,5747,1840,41,C509619,22634,1,9.95
5249,20100525,654,3483,41,C509620,82483,2,11.9
5250,20100525,654,1302,41,C509620,22061,2,19.9
5251,20100525,940,4208,41,C509622,85040B,1,1.65
5252,20100525,940,4207,41,C509622,85040A,1,1.65
5253,20100525,940,1415,41,C509622,22178,7,8.75
5254,20100525,3905,1840,41,C509624,22634,1,9.95
5255,20100525,3905,1841,41,C509624,22635,4,39.8
5256,20100525,2067,4240,8,C509626,85063,2,33.9
5257,20100525,730,1324,41,C509630,22083,12,35.400000000000006
5258,20100525,730,4212,41,C509630,85042,24,102.0
5259,20100525,730,3035,41,C509630,37495,36,106.2
5260,20100525,2529,86,12,C509629,16202B,4,22.2
5261,20100525,1402,1149,41,C509632,21843,1,10.95
5262,20100525,5639,568,41,C509633,21155,1,2.1
5263,20100525,3434,510,41,C509638,21080,12,10.2
5264,20100525,2370,3888,41,C509642,84795C,1,7.95
5265,20100525,2370,1217,41,C509642,21924,1,7.95
5266,20100525,0,170,41,509643,17165B,190,0.0
5267,20100525,2370,1039,41,C509651,21714,2,2.5
5268,20100525,5419,307,41,C509650,20782,1,5.49
5269,20100525,5419,1581,41,C509650,22355,1,0.72
5270,20100525,5419,3420,41,C509650,79160,2,4.2
5271,20100525,5419,569,41,C509650,21156,1,1.95
5272,20100525,5419,3447,41,C509650,79323S,1,6.75
5273,20100525,5419,3446,41,C509650,79323P,1,6.75
5274,20100525,2305,621,41,C509691,21217,1,9.95
5275,20100525,2305,248,41,C509691,20712,1,1.95
5276,20100525,2305,260,41,C509691,20726,1,1.65
5277,20100525,2305,259,41,C509691,20725,1,1.45
5278,20100525,2051,719,41,C509744,21335,1,21.95
5279,20100525,698,1608,41,C509770,22386,2,3.9
5280,20100525,2798,1850,41,C509771,22644,2,2.9
5281,20100525,0,662,41,509774,21267,22,0.0
5282,20100525,0,2904,41,509775,35840,78,0.0
5283,20100525,4432,1378,41,C509777,22138,3,14.850000000000001
5284,20100525,4256,344,41,C509778,20836,12,35.400000000000006
5285,20100525,0,2955,41,509781,35979,70,0.0
5286,20100525,0,3763,41,509780,84615,8,0.0
5287,20100525,0,2956,41,509783,35980B,17,0.0
5288,20100525,0,1031,41,509782,21705,10,0.0
5289,20100525,0,3705,41,509785,84559D,20,0.0
5290,20100525,0,1051,41,509786,21726,50,0.0
5291,20100525,0,1048,41,509787,21723,40,0.0
5292,20100525,0,1370,41,509788,22130,800,0.0
5293,20100525,0,3101,41,509789,47016,23,0.0
5294,20100525,0,3769,41,509791,84622,33,0.0
5295,20100525,0,3068,41,509792,45008C,38,0.0
5296,20100525,0,102,41,509794,16239,7,0.0
5297,20100525,0,3498,41,509797,82585,13,0.0
5298,20100525,0,3875,41,509796,84765,23,0.0
5299,20100525,0,3499,41,509799,82587,77,0.0
5300,20100525,0,3842,41,509800,84711A,205,0.0
5301,20100525,0,3618,41,509802,84425A,6,0.0
5302,20100525,0,341,41,509803,20832,150,0.0
5303,20100525,0,314,41,509801,20793,9,0.0
5304,20100525,0,4317,41,509804,85129D,40,0.0
5305,20100525,0,4314,41,509805,85129A,7,0.0
5306,20100525,0,4316,41,509806,85129C,30,0.0
5307,20100525,0,4315,41,509807,85129B,20,0.0
5308,20100525,0,4318,41,509808,85130A,90,0.0
5309,20100525,0,3123,41,509809,47503E,20,0.0
5310,20100525,0,3131,41,509811,47504G,1,0.0
5311,20100525,0,4296,41,509812,85117,3,0.0
5312,20100525,0,4298,41,509813,85119,11,0.0
5313,20100525,0,3984,41,509815,84875D,10,0.0
5314,20100525,0,3641,41,509814,84482,54,0.0
5315,20100525,0,3983,41,509816,84875B,18,0.0
5316,20100525,0,14,41,509818,10138,8,0.0
5317,20100525,0,46,41,509820,16044,48,0.0
5318,20100525,0,51,41,509819,16049,440,0.0
5319,20100525,0,631,41,509821,21228,18,0.0
5320,20100525,0,191,41,509825,20618,40,0.0
5321,20100525,0,197,41,509826,20653,14,0.0
5322,20100525,0,196,41,509824,20652,40,0.0
5323,20100525,0,212,41,509829,20669,40,0.0
5324,20100525,0,190,41,509827,20617,33,0.0
5325,20100525,0,202,41,509828,20659,67,0.0
5326,20100525,0,203,41,509830,20660,43,0.0
5327,20100525,0,4290,41,509832,85114C,8,0.0
5328,20100525,0,2982,41,509834,37422,4,0.0
5329,20100525,0,3145,41,509836,47562,3,0.0
5330,20100525,0,3163,41,509837,47581B,4,0.0
5331,20100525,0,3191,41,509838,47598,7,0.0
5332,20100525,0,3412,41,509839,79072,4,0.0
5333,20100525,0,3900,41,509841,84798A,37,0.0
5334,20100525,0,3135,41,509844,47505,2,0.0
5335,20100525,0,3911,41,509842,84803A,29,0.0
5336,20100525,0,3810,41,509843,84675,99,0.0
5337,20100525,0,4074,41,509846,84964A,1,0.0
5338,20100525,0,3390,41,509847,78027,7,0.0
5339,20100525,0,4425,41,509848,85205A,19,0.0
5340,20100526,328,724,21,C509853,21340,1,12.75
5341,20100526,1045,1193,41,C509862,21897,3,8.850000000000001
5342,20100526,3680,1302,41,C509863,22061,1,9.95
5343,20100526,571,568,41,C509864,21155,2,4.2
5344,20100526,4820,1467,41,C509866,22236,2,25.5
5345,20100526,4820,4216,41,C509866,85047,3,19.049999999999997
5346,20100526,1657,1085,41,C509872,21765,8,58.8
5347,20100526,731,1174,41,C509917,21875,8,8.48
5348,20100526,1743,1824,41,C509918,22618,2,19.9
5349,20100526,3779,3448,41,C509946,79323W,2,13.5
5350,20100526,3779,3446,41,C509946,79323P,3,20.25
5351,20100526,5096,1503,41,C509950,22276,1,2.1
5352,20100526,5096,3440,41,C509950,79320,1,4.25
5353,20100526,5096,4273,41,C509950,85099B,1,1.65
5354,20100526,5096,259,41,C509950,20725,1,1.45
5355,20100526,5096,633,41,C509950,21232,1,1.06
5356,20100526,5096,3246,41,C509950,71459,1,0.72
5357,20100526,1319,334,41,C509963,20825,6,22.5
5358,20100526,1319,333,41,C509963,20823,4,18.6
5359,20100526,1319,3060,41,C509963,44230,1,6.36
5360,20100526,286,896,16,C509964,21542,12,10.2
5361,20100526,286,714,16,C509969,21329,12,19.799999999999997
5362,20100526,2274,4825,41,C509978,90200C,1,4.25
5363,20100526,0,1426,41,509986,22189,146,0.0
5364,20100526,0,3892,41,509987,84796A,35,0.0
5365,20100526,0,3893,41,509988,84796B,40,0.0
5366,20100526,0,3979,41,510020,84873A,17,0.0
5367,20100526,0,3977,41,510021,84872A,12,0.0
5368,20100526,0,3896,41,510027,84797A,15,0.0
5369,20100526,0,3897,41,510024,84797B,26,0.0
5370,20100526,1123,1587,41,C510036,22361,2,5.9
5371,20100527,364,3300,16,C510052,72750B,2,11.9
5372,20100527,3435,1850,41,C510061,22644,12,17.4
5373,20100527,2925,3045,41,C510065,40003,3,2.8499999999999996
5374,20100527,2925,258,41,C510065,20724,1,0.72
5375,20100527,2925,3753,41,C510065,84600,1,6.95
5376,20100527,0,1639,41,510068,22423,30,0.0
5377,20100527,2273,1683,41,C510133,22470,2,5.9
5378,20100527,2273,4301,41,C510133,85123A,1,2.95
5379,20100527,2273,1843,41,C510133,22637,2,5.1
5380,20100527,5756,228,41,C510156,20685,2,14.98
5381,20100527,5756,3442,41,C510159,79323B,1,6.75
5382,20100527,1139,3346,37,C510160,72801C,12,15.0
5383,20100527,0,4553,41,510179,90036E,10,0.0
5384,20100527,506,1388,41,C510185,22149,1,2.1
5385,20100527,4821,3911,41,C510198,84803A,3,5.07
5386,20100528,296,3192,15,C510200,47599A,150,228.0
5387,20100528,296,3193,15,C510200,47599B,150,228.0
5388,20100528,4314,3448,41,C510201,79323W,10,67.5
5389,20100528,4535,3455,41,C510202,79341,6,40.5
5390,20100528,4535,3448,41,C510202,79323W,6,40.5
5391,20100528,4535,3446,41,C510202,79323P,6,40.5
5392,20100528,4535,3442,41,C510202,79323B,6,40.5
5393,20100528,2955,3395,41,C510203,79000,2,1.7
5394,20100528,5738,1059,41,C510205,21735,2,25.5
5395,20100528,5738,1149,41,C510205,21843,1,10.95
5396,20100528,5738,1549,41,C510205,22323,9,17.55
5397,20100528,5738,1550,41,C510205,22324,8,15.6
5398,20100528,5738,1414,41,C510205,22177,2,19.9
5399,20100528,1346,3448,41,C510206,79323W,5,33.75
5400,20100528,1346,3442,41,C510206,79323B,2,13.5
5401,20100528,0,3447,41,C510207,79323S,1,6.75
5402,20100528,0,3442,41,C510207,79323B,8,54.0
5403,20100528,0,3448,41,C510207,79323W,3,20.25
5404,20100528,1744,3448,41,C510208,79323W,19,103.55
5405,20100528,2158,1467,41,C510209,22236,12,131.39999999999998
5406,20100528,1048,3448,41,C510210,79323W,12,65.4
5407,20100528,1777,3149,41,C510211,47566B,144,540.0
5408,20100528,5014,3455,41,C510212,79341,8,43.6
5409,20100528,5014,3446,41,C510212,79323P,9,49.050000000000004
5410,20100528,5014,3442,41,C510212,79323B,1,5.45
5411,20100528,5014,3444,41,C510212,79323GR,7,38.15
5412,20100528,5014,3445,41,C510212,79323LP,5,27.25
5413,20100528,5014,3448,41,C510212,79323W,12,65.4
5414,20100528,5014,3443,41,C510212,79323G,5,27.25
5415,20100528,5014,3447,41,C510212,79323S,20,109.0
5416,20100528,5014,3455,41,C510212,79341,10,54.5
5417,20100528,4087,3442,41,C510213,79323B,4,27.0
5418,20100528,4087,3444,41,C510213,79323GR,2,13.5
5419,20100528,4087,3446,41,C510213,79323P,5,33.75
5420,20100528,4087,3445,41,C510213,79323LP,5,33.75
5421,20100528,4087,3448,41,C510213,79323W,3,20.25
5422,20100528,2676,1149,41,C510214,21843,60,597.0
5423,20100528,2884,3446,41,C510215,79323P,32,174.4
5424,20100528,3736,3448,41,C510216,79323W,8,43.6
5425,20100528,4640,3455,41,C510217,79341,4,27.0
5426,20100528,4640,3442,41,C510217,79323B,4,27.0
5427,20100528,4640,3447,41,C510217,79323S,3,20.25
5428,20100528,4640,3444,41,C510217,79323GR,4,27.0
5429,20100528,4640,3445,41,C510217,79323LP,5,33.75
5430,20100528,4640,3443,41,C510217,79323G,4,27.0
5431,20100528,4640,3448,41,C510217,79323W,4,27.0
5432,20100528,4640,3445,41,C510217,79323LP,2,13.5
5433,20100528,5256,1843,41,C510219,22637,2,5.1
5434,20100528,5256,1829,41,C510219,22623,1,4.95
5435,20100528,2513,3448,41,C510220,79323W,1,6.75
5436,20100528,2513,3445,41,C510220,79323LP,10,67.5
5437,20100528,1228,1467,41,C510223,22236,1,12.75
5438,20100528,4759,984,41,C510224,21656,2,2.9
5439,20100528,4759,1680,41,C510224,22467,1,2.55
5440,20100528,4759,1677,41,C510224,22464,1,1.65
5441,20100528,4759,1433,41,C510224,22196,1,0.85
5442,20100528,5427,3455,41,C510226,79341,1,6.75
5443,20100528,5427,3443,41,C510226,79323G,12,81.0
5444,20100528,5427,3447,41,C510226,79323S,12,81.0
5445,20100528,5427,3442,41,C510226,79323B,12,81.0
5446,20100528,5427,3448,41,C510226,79323W,12,81.0
5447,20100528,2514,4240,41,C510229,85063,3,44.849999999999994
5448,20100528,2514,1406,41,C510229,22169,6,45.900000000000006
5449,20100528,4299,2806,41,C510231,35004C,1,5.45
5450,20100528,4299,893,41,C510231,21539,3,14.850000000000001
5451,20100528,0,3071,41,C510233,45016,6,22.5
5452,20100528,1920,1840,41,C510234,22634,1,9.95
5453,20100528,1920,1841,41,C510234,22635,4,39.8
5454,20100528,1057,1841,41,C510236,22635,1,9.95
5455,20100528,1057,1842,41,C510236,22636,3,25.5
5456,20100528,697,1699,41,C510237,22487,1,9.95
5457,20100528,697,4095,41,C510237,84969,1,4.25
5458,20100528,0,724,41,510238,21340,13,0.0
5459,20100528,1561,724,41,C510242,21340,6,59.699999999999996
5460,20100528,1561,724,41,C510244,21340,6,76.5
5461,20100528,5030,1645,41,C510247,22429,1,4.25
5462,20100528,5030,1644,41,C510247,22428,4,27.8
5463,20100528,4171,1390,41,C510248,22151,1,0.42
5464,20100528,4171,1657,41,C510248,22441,6,12.600000000000001
5465,20100528,0,3521,41,C510251,84016,5,2.1
5466,20100528,0,3539,41,C510251,84033,3,4.949999999999999
5467,20100528,2676,1791,41,C510252,22584,144,302.40000000000003
5468,20100528,4156,986,41,C510253,21658,3,11.850000000000001
5469,20100528,3446,1149,41,C510293,21843,1,9.95
5470,20100528,1663,1813,41,C510362,22607,8,61.2
5471,20100530,2171,402,41,C510415,20931,1,3.75
5472,20100530,2171,1524,41,C510415,22297,1,1.25
5473,20100530,2171,3448,41,C510415,79323W,1,6.75
5474,20100530,2171,262,41,C510418,20728,23,37.949999999999996
5475,20100530,3522,4212,41,C510437,85042,1,4.95
5476,20100530,3522,3446,41,C510437,79323P,2,13.5
5477,20100530,3522,3445,41,C510437,79323LP,2,13.5
5478,20100530,3522,3447,41,C510437,79323S,2,13.5
5479,20100530,3522,3442,41,C510437,79323B,2,13.5
5480,20100601,670,704,41,C510448,21318,4,6.6
5481,20100601,361,986,16,C510489,21658,1,3.39
5482,20100601,361,1639,16,C510489,22423,1,10.95
5483,20100601,361,437,16,C510489,20979,2,2.5
5484,20100601,361,1569,16,C510489,22343,24,20.4
5485,20100601,361,1149,16,C510489,21843,1,9.95
5486,20100601,361,218,16,C510489,20675,1,1.25
5487,20100601,361,4461,16,C510489,85232B,1,4.25
5488,20100601,1181,4050,41,C510494,84932C,1,8.5
5489,20100601,2305,259,41,C510515,20725,1,1.45
5490,20100601,2305,3149,41,C510515,47566B,1,4.65
5491,20100601,2305,248,41,C510515,20712,2,3.9
5492,20100601,2305,4135,41,C510515,84997C,1,3.75
5493,20100601,2305,2991,41,C510515,37446,1,1.25
5494,20100601,0,3625,41,510540,84452,110,0.0
5495,20100601,0,1652,41,C510551,22436,1,0.65
5496,20100601,5049,888,41,C510553,21534,1,4.95
5497,20100602,0,34,41,C510588,15060B,1,8.47
5498,20100602,2863,3455,41,C510609,79341,3,20.25
5499,20100602,2863,3444,41,C510609,79323GR,4,27.0
5500,20100602,2863,3446,41,C510609,79323P,2,13.5
5501,20100602,2863,3445,41,C510609,79323LP,4,27.0
5502,20100602,0,3624,41,510638,84450B,50,0.0
5503,20100602,0,3962,41,510664,84858B,54,0.0
5504,20100602,1410,3432,41,C510677,79301,1,2.55
5505,20100602,1410,2806,41,C510677,35004C,1,4.65
5506,20100603,0,3074,41,510686,46000R,28,0.0
5507,20100603,0,3076,41,510687,46000U,15,0.0
5508,20100603,2971,443,41,C510730,20985,15,18.75
5509,20100603,2231,3446,41,C510732,79323P,1,6.75
5510,20100603,309,1378,15,C510736,22138,3,14.850000000000001
5511,20100603,309,3582,15,C510736,84279P,1,3.75
5512,20100603,0,3626,41,510739,84454,330,0.0
5513,20100603,3556,3212,41,C510756,51008,41,141.45000000000002
5514,20100603,0,1467,41,510760,22236,851,0.0
5515,20100603,3474,1680,41,C510787,22467,1,2.55
5516,20100603,3474,322,41,C510787,20802,1,1.65
5517,20100603,3474,3448,41,C510787,79323W,3,20.25
5518,20100603,487,1600,41,C510789,22378,1,2.1
5519,20100603,487,1600,41,C510791,22378,1,2.1
5520,20100603,0,3680,41,510800,84529C,14,0.0
5521,20100603,912,34,41,C510803,15060B,1,3.75
5522,20100603,912,1759,41,C510803,22551,2,3.3
5523,20100603,4300,1840,41,C510804,22634,1,9.95
5524,20100603,823,3163,41,C510807,47581B,1,12.75
5525,20100603,823,1435,41,C510807,22198,1,1.65
5526,20100603,823,616,41,C510807,21212,24,13.200000000000001
5527,20100603,3821,1149,41,C510808,21843,1,10.95
5528,20100603,3821,3815,41,C510808,84682,2,5.9
5529,20100603,3821,3816,41,C510808,84683,1,1.25
5530,20100603,5798,1435,41,C510809,22198,1,1.65
5531,20100603,5798,1434,41,C510809,22197,5,4.25
5532,20100603,5798,1175,41,C510809,21876,1,1.25
5533,20100603,5798,1581,41,C510809,22355,1,0.85
5534,20100603,5798,1282,41,C510809,22041,4,10.2
5535,20100603,1435,1854,41,C510810,22649,1,4.95
5536,20100603,3955,1142,41,C510811,21833,2,3.38
5537,20100603,4024,3170,41,C510812,47590A,1,4.65
5538,20100603,2546,3926,8,C510813,84816,1,39.95
5539,20100603,2546,3932,8,C510813,84823,1,39.95
5540,20100603,2546,3933,8,C510813,84824,1,15.95
5541,20100603,5035,1586,41,C510815,22360,5,14.75
5542,20100603,5035,1585,41,C510815,22359,2,5.9
5543,20100603,5035,1590,41,C510815,22364,1,2.95
5544,20100603,5035,1587,41,C510815,22361,4,11.8
5545,20100603,4190,700,41,C510816,21313,12,10.2
5546,20100603,4190,3651,41,C510816,84509B,4,15.0
5547,20100603,4190,3153,41,C510816,47568,6,12.600000000000001
5548,20100603,4190,3246,41,C510816,71459,12,10.2
5549,20100603,4190,3650,41,C510816,84509A,4,15.0
5550,20100603,4190,1244,41,C510816,21974,12,17.4
5551,20100603,4190,3141,41,C510816,47556B,6,17.700000000000003
5552,20100603,4190,950,41,C510816,21621,2,17.0
5553,20100603,5001,1229,41,C510817,21936,1,2.95
5554,20100603,2865,1712,41,C510818,22501,1,8.5
5555,20100603,3415,3412,41,C510820,79072,1,9.95
5556,20100603,4930,1415,41,C510821,22178,6,7.5
5557,20100603,3413,3448,41,C510822,79323W,4,21.8
5558,20100603,670,886,41,C510823,21532,1,2.1
5559,20100603,1840,1174,41,C510825,21875,2,2.5
5560,20100603,1840,621,41,C510825,21217,1,9.95
5561,20100603,3413,3440,41,C510826,79320,1,4.95
5562,20100603,3413,506,41,C510826,21071,3,3.75
5563,20100603,3835,962,41,C510827,21633,1,12.75
5564,20100603,3835,961,41,C510827,21632,1,12.75
5565,20100603,632,1187,41,C510828,21891,2,2.5
5566,20100603,632,1313,41,C510828,22072,1,3.75
5567,20100603,632,1852,41,C510828,22646,2,2.9
5568,20100603,632,4044,41,C510828,84927F,1,2.1
5569,20100603,1329,839,41,C510829,21469,48,60.0
5570,20100603,1022,1405,41,C510830,22168,1,7.65
5571,20100603,1022,401,41,C510830,20914,1,2.95
5572,20100603,3394,3866,41,C510831,84755,3,1.9500000000000002
5573,20100603,3394,3246,41,C510831,71459,5,3.5999999999999996
5574,20100603,5164,1486,41,C510832,22259,3,3.75
5575,20100603,5164,1823,41,C510832,22617,1,4.95
5576,20100603,5164,225,41,C510832,20682,1,3.25
5577,20100603,5164,1466,41,C510832,22233,3,4.949999999999999
5578,20100603,5164,1221,41,C510832,21928,1,1.95
5579,20100603,5164,1601,41,C510832,22379,1,2.1
5580,20100603,5164,881,41,C510832,21527,2,15.9
5581,20100603,5164,1378,41,C510832,22138,1,4.95
5582,20100603,5164,261,41,C510832,20727,1,1.65
5583,20100603,727,1575,41,C510833,22349,4,13.56
5584,20100603,742,259,41,C510834,20725,1,1.65
5585,20100603,742,1705,41,C510834,22494,2,2.5
5586,20100603,1516,1072,41,C510835,21749,1,2.1
5587,20100603,0,1379,41,C510836,22139,1,4.95
5588,20100603,1048,1590,41,C510837,22364,6,15.299999999999999
5589,20100604,0,4624,41,510840,90082B,11,0.0
5590,20100604,0,4620,41,510841,90081A,8,0.0
5591,20100604,0,4604,41,510843,90065B,25,0.0
5592,20100604,0,4605,41,510842,90066A,1,0.0
