ProductKey,Revenue,Orders,Units,StockCode,Description
998,12426.88,727,9552,21671,RED SPOT CERAMIC DRAWER KNOB
1527,12399.66,643,5104,22301,COFFEE MUG CAT + BIRD DESIGN
1837,12368.01,663,6327,22631,CIRCUS PARADE LUNCH BOX
2362,12342.43,322,3055,23174,REGENCY SUGAR BOWL GREEN
427,12300.1,613,3290,20969,RED FLORAL FELTCRAFT SHOULDER BAG
1429,12274.76,543,1444,22192,BLUE DINER WALL CLOCK
433,12255.730000000001,902,18668,20975,12 PENCILS SMALL TUBE RED RETROSPOT
1932,12253.88,612,3093,22729,ALARM CLOCK BAKELIKE ORANGE
547,12242.800000000001,629,10084,21124,SET/10 BLUE SPOTTY PARTY CANDLES
4212,12234.56,292,2685,85042,ANTIQUE LILY FAIRY LIGHTS
1993,12211.710000000001,434,9846,22791,T-LIGHT GLASS FLUTED ANTIQUE
997,12183.789999999999,767,8918,21670,BLUE SPOT CERAMIC DRAWER KNOB
567,12100.22,903,8396,21154,RED RETROSPOT OVEN GLOVE
1230,12091.96,657,4114,21937,STRAWBERRY   PICNIC BAG
1953,12035.22,647,3214,22750,FELTCRAFT PRINCESS LOLA DOLL
1101,11986.36,469,15184,21787,RAIN PONCHO RETROSPOT
638,11979.4,657,7120,21242,RED RETROSPOT PLATE
805,11975.93,465,2935,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER
3555,11962.14,277,24795,84212,"ASSORTED FLOWER COLOUR ""LEIS"""
2166,11952.26,306,1194,22968,ROSE COTTAGE KEEPSAKE BOX
1470,11949.409999999998,388,7731,22243,5 HOOK HANGER RED MAGIC TOADSTOOL
4120,11890.9,812,8150,84987,SET OF 36 TEATIME PAPER DOILIES
711,11886.68,643,18224,21326,AGED GLASS SILVER T-LIGHT HOLDER
1843,11882.33,598,4611,22637,PIGGY BANK RETROSPOT
1700,11874.22,808,6951,22488,NATURAL SLATE RECTANGLE CHALKBOARD
1681,11846.630000000001,413,1777,22468,BABUSHKA LIGHTS STRING OF 10
3151,11814.990000000002,348,2187,47567B,TEA TIME KITCHEN APRON
2044,11788.72,498,1247,22844,VINTAGE CREAM DOG FOOD CONTAINER
2475,11785.99,758,6809,23300,GARDENERS KNEELING PAD CUP OF TEA
655,11775.68,534,3577,21260,FIRST AID TIN
1718,11750.29,697,2923,22508,DOORSTOP RETROSPOT HEART
806,11743.529999999999,997,6568,21429,RED GINGHAM ROSE JEWELLERY BOX
1854,11698.12,486,2325,22649,STRAWBERRY FAIRY CAKE TEAPOT
1996,11697.31,498,1661,22795,SWEETHEART RECIPE BOOK STAND
1390,11692.69,716,27749,22151,PLACE SETTING WHITE HEART
2186,11673.720000000001,446,9684,22988,SOLDIERS EGG CUP
1943,11670.689999999999,300,13628,22740,POLKADOT PEN
2740,11581.83,338,5020,23581,JUMBO BAG PAISLEY PARK
2974,11549.06,492,7478,37370,RETRO COFFEE MUGS ASSORTED
1898,11532.0,858,5115,22694,WICKER STAR
1867,11527.83,688,5791,22663,JUMBO BAG DOLLY GIRL DESIGN
1059,11503.15,262,887,21735,TWO DOOR CURIO CABINET
1971,11464.16,354,1195,22768,FAMILY PHOTO FRAME CORNICE
583,11461.769999999999,971,7738,21172,PARTY METAL SIGN
2149,11452.64,352,8333,22950,36 DOILIES VINTAGE CHRISTMAS
1167,11383.72,881,9235,21868,POTTING SHED TEA MUG
3192,11342.28,369,6043,47599A,PINK PARTY BAGS
1826,11325.05,841,8347,22620,4 TRADITIONAL SPINNING TOPS
1215,11273.970000000001,388,1449,21922,UNION STRIPE WITH FRINGE  HAMMOCK
3279,11260.54,499,5816,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS
1633,11250.09,1103,21625,22417,PACK OF 60 SPACEBOY CAKE CASES
1370,11244.119999999999,424,9918,22130,PARTY CONE CHRISTMAS DECORATION
1142,11208.35,444,6557,21833,CAMOUFLAGE LED TORCH
2013,11165.679999999998,462,5049,22812,PACK 3 BOXES CHRISTMAS PANNETONE
2358,11097.249999999998,445,6857,23170,REGENCY TEA PLATE ROSES
337,11062.76,607,4468,20828,GLITTER BUTTERFLY CLIPS
1203,11022.230000000001,771,5242,21907,I'M ON HOLIDAY METAL SIGN
865,10999.92,802,27126,21498,RED RETROSPOT WRAP
1072,10997.820000000002,286,5661,21749,LARGE RED RETROSPOT WINDMILL
1411,10993.4,557,5423,22174,PHOTO CUBE
1801,10964.099999999999,796,13008,22595,GINGHAM HEART DECORATION
2103,10955.84,463,3516,22904,CALENDAR PAPER CUT DESIGN
911,10945.17,768,4244,21558,SKULL LUNCH BOX WITH CUTLERY
515,10939.75,843,16887,21086,SET/6 RED SPOTTY PAPER CUPS
1872,10933.51,579,3593,22668,PINK BABY BUNTING
1501,10926.5,656,3818,22274,FELTCRAFT DOLL EMILY
1679,10806.519999999999,394,5876,22466,FAIRY TALE COTTAGE NIGHTLIGHT
1634,10790.32,586,12730,22418,10 COLOUR SPACEBOY PEN
1305,10737.109999999999,693,6678,22064,PINK DOUGHNUT TRINKET POT
953,10712.55,403,1783,21624,VINTAGE UNION JACK DOORSTOP
1574,10708.33,961,12566,22348,TEA BAG PLATE RED RETROSPOT
1244,10656.3,808,7059,21974,SET OF 36 PAISLEY FLOWER DOILIES
3470,10646.87,230,2956,82001S,VINYL RECORD FRAME SILVER
1186,10625.75,547,3538,21890,S/6 WOODEN SKITTLES IN COTTON BAG
1575,10608.039999999999,366,2585,22349,DOG BOWL CHASING BALL DESIGN
280,10604.550000000001,852,5157,20754,RETROSPOT RED WASHING UP GLOVES
1928,10593.95,549,2580,22725,ALARM CLOCK BAKELIKE CHOCOLATE
1851,10525.49,741,5826,22645,CERAMIC HEART FAIRY CAKE MONEY BANK
1250,10495.89,718,32371,21982,PACK OF 12 SUKI TISSUES
1528,10492.449999999999,396,4926,22302,COFFEE MUG PEARS  DESIGN
2164,10480.130000000001,732,8486,22966,GINGERBREAD MAN COOKIE CUTTER
2395,10441.91,668,6308,23208,LUNCH BAG VINTAGE LEAF DESIGN
1361,10404.22,367,1026,22120,WELCOME  WOODEN BLOCK LETTERS
1417,10403.21,410,1004,22180,RETROSPOT LAMP
1951,10396.69,742,4245,22748,POPPY'S PLAYHOUSE KITCHEN
225,10388.78,589,3123,20682,RED RETROSPOT CHILDRENS UMBRELLA
1974,10382.19,512,7666,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN
2190,10373.99,348,5233,22992,REVOLVER WOODEN RULER
1188,10346.57,818,7953,21892,TRADITIONAL WOODEN CATCH CUP GAME
437,10343.06,709,8213,20979,36 PENCILS TUBE RED RETROSPOT
1330,10329.91,552,3514,22089,PAPER BUNTING VINTAGE PAISLEY
885,10318.869999999999,776,4134,21531,RED RETROSPOT SUGAR JAM BOWL
3992,10275.26,375,1802,84880,WHITE WIRE EGG HOLDER
1602,10274.42,688,4985,22380,TOY TIDY SPACEBOY
856,10266.230000000001,359,2443,21488,RED WHITE SCARF  HOT WATER BOTTLE
2040,10263.300000000001,402,1348,22840,ROUND CAKE TIN VINTAGE RED
3885,10259.050000000001,519,2325,84792,ENCHANTED BIRD COATHANGER 5 HOOK
479,10240.04,573,4623,21033,JUMBO BAG CHARLIE AND LOLA TOYS
1077,10222.16,581,1655,21756,BATH BUILDING BLOCK WORD
1097,10215.42,363,661,21781,MA CAMPAGNE CUTLERY BOX
2741,10206.41,259,4802,23582,VINTAGE DOILY JUMBO BAG RED
2168,10140.6,317,4334,22970,LONDON BUS COFFEE MUG
1526,10095.199999999999,526,4191,22300,COFFEE MUG DOG + BALL DESIGN
1645,10056.39,625,2325,22429,ENAMEL MEASURING JUG CREAM
1553,10054.49,646,3095,22327,ROUND SNACK BOXES SET OF 4 SKULLS
2359,10051.99,381,6247,23171,REGENCY TEA PLATE GREEN
1371,10045.14,692,5304,22131,FOOD CONTAINER SET 3 LOVE HEART
1948,9993.66,703,4073,22745,POPPY'S PLAYHOUSE BEDROOM
1757,9968.06,711,6680,22549,PICTURE DOMINOES
220,9936.140000000001,760,7888,20677,PINK POLKADOT BOWL
2268,9935.76,277,8076,23076,ICE CREAM SUNDAE LIP GLOSS
3395,9909.52,436,12174,79000,MOROCCAN TEA GLASS
2141,9899.68,246,1271,22942,CHRISTMAS LIGHTS 10 SANTAS
338,9875.44,481,4842,20829,GLITTER HANGING BUTTERFLY STRING
1869,9843.730000000001,703,3022,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN
40,9839.4,93,30370,16014,SMALL CHINESE STYLE SCISSOR
1970,9667.76,295,1022,22767,TRIPLE PHOTO FRAME CORNICE
3156,9664.87,224,977,47570B,TEA TIME TABLE CLOTH
3490,9645.67,794,7036,82552,WASHROOM METAL SIGN
2940,9632.63,637,11521,35961,FOLKART ZINC HEART CHRISTMAS DEC
428,9617.0,574,2543,20970,PINK FLORAL FELTCRAFT SHOULDER BAG
2363,9587.15,329,3160,23175,REGENCY MILK JUG PINK
3529,9566.01,485,2238,84030E,ENGLISH ROSE HOT WATER BOTTLE
2176,9564.98,238,2464,22978,PANTRY ROLLING PIN
3825,9514.94,1122,19430,84692,BOX OF 24 COCKTAIL PARASOLS
1041,9490.94,496,3734,21716,BOYS VINTAGE TIN SEASIDE BUCKET
