Invoice,InvoiceDate,CustomerID,Country,Lines,Units,Revenue,IsGuest
496113,2010-01-29 10:53:00,15359.0,United Kingdom,1,10,10.5,0
496130,2010-01-29 11:12:00,14469.0,United Kingdom,28,183,421.45,0
496155,2010-01-29 11:29:00,16027.0,United Kingdom,5,238,305.4,0
496166,2010-01-29 11:42:00,13085.0,United Kingdom,19,188,490.2,0
496167,2010-01-29 11:45:00,14560.0,United Kingdom,14,240,368.55,0
496168,2010-01-29 11:49:00,15311.0,United Kingdom,9,116,214.2,0
496170,2010-01-29 11:52:00,15311.0,United Kingdom,1,4,5.0,0
496171,2010-01-29 11:54:00,13851.0,United Kingdom,3,14,199.29999999999998,0
496172,2010-01-29 11:57:00,12989.0,United Kingdom,1,144,92.16,0
496173,2010-01-29 11:59:00,14796.0,United Kingdom,22,70,208.57,0
496174,2010-01-29 12:07:00,15487.0,United Kingdom,14,144,231.32,0
496198,2010-01-29 12:32:00,15785.0,United Kingdom,19,340,497.93,0
496200,2010-01-29 12:35:00,13480.0,United Kingdom,31,202,493.94,0
496201,2010-01-29 12:35:00,15898.0,United Kingdom,67,118,307.66,0
496203,2010-01-29 12:39:00,15898.0,United Kingdom,1,1,2.5,0
496204,2010-01-29 12:42:00,15251.0,United Kingdom,6,836,869.88,0
496205,2010-01-29 12:52:00,12823.0,United Kingdom,1,70,416.5,0
496216,2010-01-29 13:44:00,16802.0,United Kingdom,32,232,323.5,0
496217,2010-01-29 13:46:00,13267.0,United Kingdom,14,109,345.44,0
496220,2010-01-29 13:52:00,15421.0,United Kingdom,32,248,509.12,0
496221,2010-01-29 13:53:00,17191.0,United Kingdom,32,104,276.07,0
496222,2010-01-29 13:53:00,13583.0,United Kingdom,42,371,664.0,0
496230,2010-01-29 14:13:00,16434.0,United Kingdom,1,5,10.5,0
496232,2010-01-29 14:21:00,14249.0,United Kingdom,24,260,327.95,0
496233,2010-01-29 14:22:00,16673.0,United Kingdom,19,95,171.13,0
496235,2010-01-29 14:37:00,14099.0,United Kingdom,41,267,411.97,0
496236,2010-01-29 14:37:00,18190.0,United Kingdom,4,34,75.9,0
496237,2010-01-29 14:37:00,17677.0,United Kingdom,47,1547,2646.4,0
496238,2010-01-29 14:41:00,15611.0,United Kingdom,3,12,72.6,0
496239,2010-01-29 14:44:00,,United Kingdom,7,11,41.150000000000006,1
496245,2010-01-29 15:25:00,16390.0,United Kingdom,10,56,193.8,0
496247,2010-01-29 16:11:00,,United Kingdom,187,377,1128.66,1
496288,2010-01-29 17:25:00,17603.0,United Kingdom,62,318,777.1600000000001,0
496290,2010-01-29 17:55:00,,United Kingdom,169,296,1378.28,1
496291,2010-01-31 10:08:00,16104.0,United Kingdom,16,65,339.3,0
496292,2010-01-31 10:08:00,13259.0,United Kingdom,39,54,180.98,0
496293,2010-01-31 10:10:00,14068.0,United Kingdom,27,187,487.77000000000004,0
496294,2010-01-31 10:15:00,17243.0,United Kingdom,15,142,227.95000000000002,0
496296,2010-01-31 10:26:00,13542.0,United Kingdom,13,21,129.75,0
496297,2010-01-31 10:31:00,14896.0,United Kingdom,49,161,319.55,0
496298,2010-01-31 10:36:00,,United Kingdom,17,163,284.05,1
496299,2010-01-31 10:39:00,16705.0,United Kingdom,7,410,694.5,0
496300,2010-01-31 10:50:00,17412.0,United Kingdom,12,165,151.32,0
496301,2010-01-31 11:01:00,16718.0,United Kingdom,42,408,696.45,0
496302,2010-01-31 11:04:00,15943.0,United Kingdom,6,96,125.69999999999999,0
496303,2010-01-31 11:14:00,16923.0,United Kingdom,52,252,528.98,0
496304,2010-01-31 11:23:00,14532.0,United Kingdom,49,120,508.27,0
496305,2010-01-31 11:25:00,14110.0,United Kingdom,17,157,304.47,0
496306,2010-01-31 11:38:00,16955.0,United Kingdom,6,231,310.39,0
496307,2010-01-31 11:43:00,17314.0,United Kingdom,4,34,95.9,0
496308,2010-01-31 11:54:00,17625.0,United Kingdom,107,604,943.8199999999999,0
496309,2010-01-31 12:03:00,13093.0,United Kingdom,29,373,732.2,0
496310,2010-01-31 12:06:00,15420.0,United Kingdom,10,132,110.82,0
496311,2010-01-31 12:12:00,13190.0,United Kingdom,7,21,214.95,0
496313,2010-01-31 12:15:00,15013.0,United Kingdom,59,353,214.07,0
496315,2010-01-31 12:18:00,12748.0,United Kingdom,26,138,127.06,0
496316,2010-01-31 12:19:00,15588.0,United Kingdom,4,96,579.6,0
496317,2010-01-31 12:27:00,17137.0,United Kingdom,47,178,315.67,0
496318,2010-01-31 12:32:00,17137.0,United Kingdom,21,68,82.7,0
496319,2010-01-31 12:35:00,15751.0,United Kingdom,14,56,128.0,0
496321,2010-01-31 12:43:00,16014.0,United Kingdom,72,106,246.92,0
496322,2010-01-31 12:43:00,14481.0,United Kingdom,42,333,401.32,0
496323,2010-01-31 12:49:00,14820.0,United Kingdom,7,72,115.2,0
496324,2010-01-31 13:02:00,15385.0,United Kingdom,5,151,307.8,0
496325,2010-01-31 13:05:00,12490.0,France,24,302,284.26,0
496326,2010-01-31 13:28:00,12483.0,Sweden,6,99,221.70000000000002,0
496327,2010-01-31 13:30:00,13443.0,United Kingdom,18,281,229.76999999999998,0
496329,2010-01-31 13:34:00,13392.0,United Kingdom,8,82,91.14,0
496330,2010-01-31 13:42:00,14306.0,United Kingdom,10,630,302.08,0
496331,2010-01-31 13:48:00,13897.0,United Kingdom,23,438,482.67,0
496332,2010-01-31 14:01:00,,United Kingdom,1,1,15.95,1
496333,2010-01-31 14:25:00,15338.0,United Kingdom,58,148,277.93,0
496334,2010-01-31 14:37:00,14911.0,EIRE,24,550,1026.3799999999999,0
496335,2010-01-31 14:42:00,18212.0,United Kingdom,12,66,298.3,0
496336,2010-01-31 15:17:00,,United Kingdom,6,6,21.27,1
496337,2010-01-31 15:26:00,17372.0,United Kingdom,26,118,161.39000000000001,0
496338,2010-01-31 15:34:00,17230.0,United Kingdom,12,80,283.8,0
496339,2010-01-31 15:40:00,16655.0,United Kingdom,64,135,309.09,0
496340,2010-01-31 15:45:00,12668.0,Germany,98,789,1521.74,0
496341,2010-01-31 15:47:00,17107.0,United Kingdom,79,867,1610.19,0
496342,2010-01-31 15:49:00,17176.0,United Kingdom,12,236,286.34,0
496343,2010-01-31 15:51:00,13478.0,United Kingdom,25,277,386.19,0
496344,2010-01-31 15:52:00,14637.0,United Kingdom,7,100,106.67999999999999,0
496345,2010-01-31 15:55:00,15317.0,United Kingdom,5,45,129.75,0
496346,2010-01-31 15:57:00,,United Kingdom,2,4,4.17,1
496347,2010-01-31 15:58:00,,United Kingdom,3,4,13.05,1
496348,2010-01-31 16:02:00,15022.0,United Kingdom,19,113,281.05,0
496349,2010-02-01 08:13:00,14739.0,United Kingdom,16,228,435.32,0
496351,2010-02-01 08:35:00,14370.0,United Kingdom,15,79,257.05,0
496352,2010-02-01 09:45:00,,United Kingdom,2,4,8.8,1
496354,2010-02-01 09:52:00,12810.0,Japan,10,98,159.66,0
496355,2010-02-01 09:55:00,16684.0,United Kingdom,1,432,730.0799999999999,0
496356,2010-02-01 10:05:00,14047.0,United Kingdom,19,222,528.24,0
496357,2010-02-01 10:10:00,12540.0,Spain,18,247,380.04,0
496361,2010-02-01 10:20:00,17969.0,United Kingdom,9,76,101.15,0
496363,2010-02-01 11:02:00,12800.0,Portugal,23,197,347.33,0
496365,2010-02-01 11:16:00,,United Kingdom,4,4,23.65,1
496366,2010-02-01 11:16:00,,United Kingdom,5,5,16.799999999999997,1
496367,2010-02-01 11:17:00,,United Kingdom,8,10,34.46,1
496368,2010-02-01 11:19:00,,United Kingdom,11,16,69.93,1
496369,2010-02-01 11:20:00,,United Kingdom,11,15,67.42,1
496370,2010-02-01 11:20:00,13510.0,United Kingdom,26,228,388.88,0
496371,2010-02-01 11:20:00,,United Kingdom,11,15,48.01,1
496372,2010-02-01 11:21:00,,United Kingdom,7,7,24.38,1
496373,2010-02-01 11:30:00,12711.0,Germany,27,304,477.3,0
496374,2010-02-01 11:37:00,13259.0,United Kingdom,8,40,138.3,0
496381,2010-02-01 11:44:00,12647.0,Germany,10,96,238.9,0
496399,2010-02-01 11:55:00,15416.0,United Kingdom,23,223,389.03000000000003,0
496400,2010-02-01 11:56:00,17365.0,United Kingdom,57,430,452.9,0
496407,2010-02-01 12:01:00,15527.0,United Kingdom,11,57,188.15,0
496412,2010-02-01 12:03:00,16087.0,United Kingdom,1,96,325.44,0
496425,2010-02-01 12:10:00,13511.0,United Kingdom,5,60,282.76,0
496426,2010-02-01 12:13:00,17888.0,United Kingdom,1,12,35.400000000000006,0
496427,2010-02-01 12:13:00,17841.0,United Kingdom,42,89,289.49,0
496428,2010-02-01 12:15:00,17949.0,United Kingdom,1,156,218.39999999999998,0
496429,2010-02-01 12:18:00,14527.0,United Kingdom,18,43,246.75,0
496430,2010-02-01 12:25:00,17362.0,United Kingdom,14,32,111.82000000000001,0
496431,2010-02-01 12:30:00,16415.0,United Kingdom,38,130,179.2,0
496434,2010-02-01 12:36:00,17884.0,United Kingdom,29,249,275.76,0
496436,2010-02-01 12:40:00,14667.0,United Kingdom,15,105,205.3,0
496438,2010-02-01 12:53:00,17884.0,United Kingdom,24,244,129.76,0
496440,2010-02-01 13:23:00,15512.0,United Kingdom,1,60,39.0,0
496441,2010-02-01 13:25:00,17377.0,United Kingdom,53,131,241.1,0
496442,2010-02-01 13:33:00,14821.0,United Kingdom,2,16,45.2,0
496443,2010-02-01 13:45:00,13156.0,United Kingdom,47,543,793.92,0
496444,2010-02-01 13:52:00,15311.0,United Kingdom,12,74,293.02,0
496445,2010-02-01 13:59:00,13206.0,United Kingdom,35,439,759.1,0
496446,2010-02-01 14:02:00,17211.0,United Kingdom,19,101,217.71,0
496459,2010-02-01 14:30:00,17361.0,United Kingdom,24,168,355.44,0
496460,2010-02-01 14:33:00,17361.0,United Kingdom,4,55,28.15,0
496461,2010-02-01 14:37:00,18231.0,United Kingdom,9,144,312.16,0
496462,2010-02-01 14:44:00,13628.0,United Kingdom,16,106,310.14,0
496463,2010-02-01 14:52:00,15480.0,Malta,45,605,818.19,0
496464,2010-02-01 15:01:00,18064.0,United Kingdom,3,344,452.4,0
496465,2010-02-01 15:10:00,15555.0,United Kingdom,31,294,708.7,0
496466,2010-02-01 15:13:00,15555.0,United Kingdom,1,2,15.9,0
496469,2010-02-01 15:21:00,16353.0,United Kingdom,3,84,113.4,0
496470,2010-02-01 15:23:00,14540.0,United Kingdom,38,175,294.62,0
496471,2010-02-01 15:32:00,17905.0,United Kingdom,14,106,231.55999999999997,0
496473,2010-02-01 15:38:00,17350.0,United Kingdom,20,149,342.25,0
496474,2010-02-01 15:39:00,13173.0,United Kingdom,7,117,206.15,0
496475,2010-02-01 15:40:00,15369.0,United Kingdom,4,208,300.4,0
496476,2010-02-01 15:44:00,14821.0,United Kingdom,1,15,44.25,0
496477,2010-02-01 15:58:00,15564.0,United Kingdom,3,36,35.04,0
496480,2010-02-01 16:29:00,15803.0,United Kingdom,18,180,603.8,0
496486,2010-02-01 17:05:00,15882.0,United Kingdom,15,130,166.31,0
496487,2010-02-01 17:13:00,,United Kingdom,209,339,1390.46,1
496488,2010-02-01 17:16:00,14606.0,United Kingdom,43,70,155.2,0
496490,2010-02-01 17:18:00,,United Kingdom,145,246,920.06,1
496491,2010-02-01 17:21:00,16888.0,United Kingdom,9,42,117.22,0
496493,2010-02-02 08:40:00,13584.0,United Kingdom,1,2,1.3,0
496496,2010-02-02 08:44:00,15222.0,United Kingdom,1,2,1.3,0
496500,2010-02-02 08:57:00,16830.0,United Kingdom,12,81,179.97,0
496502,2010-02-02 09:39:00,17146.0,United Kingdom,56,508,1023.6,0
496503,2010-02-02 09:59:00,13319.0,United Kingdom,15,157,288.95,0
496504,2010-02-02 10:00:00,13319.0,United Kingdom,16,166,337.5,0
496505,2010-02-02 10:06:00,13916.0,United Kingdom,22,148,364.5,0
496506,2010-02-02 10:15:00,15279.0,United Kingdom,23,241,352.13,0
496507,2010-02-02 10:25:00,18175.0,United Kingdom,7,70,176.1,0
496509,2010-02-02 10:39:00,17163.0,United Kingdom,5,84,141.24,0
496510,2010-02-02 10:47:00,14016.0,EIRE,36,446,740.43,0
496512,2010-02-02 11:40:00,16300.0,United Kingdom,76,186,411.11,0
496513,2010-02-02 11:54:00,13162.0,United Kingdom,14,230,737.22,0
496514,2010-02-02 11:57:00,17377.0,United Kingdom,44,246,360.58,0
496516,2010-02-02 11:58:00,14680.0,United Kingdom,19,355,594.75,0
496517,2010-02-02 12:02:00,13767.0,United Kingdom,12,286,550.8,0
496518,2010-02-02 12:03:00,13854.0,United Kingdom,8,201,270.06,0
496519,2010-02-02 12:03:00,17581.0,United Kingdom,21,196,304.35,0
496520,2010-02-02 12:17:00,15311.0,United Kingdom,58,674,1444.42,0
496528,2010-02-02 12:39:00,15061.0,United Kingdom,5,312,674.4,0
496529,2010-02-02 12:45:00,12848.0,United Kingdom,16,58,208.0,0
496530,2010-02-02 12:47:00,13538.0,United Kingdom,42,270,623.78,0
496534,2010-02-02 13:00:00,17876.0,United Kingdom,1,460,777.4,0
496551,2010-02-02 13:13:00,13975.0,United Kingdom,107,577,543.91,0
496564,2010-02-02 13:33:00,14911.0,EIRE,41,490,608.5,0
496577,2010-02-02 13:39:00,13078.0,United Kingdom,12,200,524.6,0
496578,2010-02-02 13:42:00,12748.0,United Kingdom,41,440,365.16,0
496579,2010-02-02 13:48:00,12748.0,United Kingdom,49,101,208.43,0
496580,2010-02-02 13:49:00,15898.0,United Kingdom,4,17,63.15,0
496581,2010-02-02 13:53:00,12748.0,United Kingdom,45,105,207.83,0
496582,2010-02-02 13:56:00,12748.0,United Kingdom,17,36,50.94,0
496585,2010-02-02 14:14:00,,United Kingdom,2,2,5.9,1
496587,2010-02-02 14:22:00,15550.0,United Kingdom,25,80,94.67,0
496588,2010-02-02 14:31:00,17675.0,United Kingdom,9,158,366.20000000000005,0
496589,2010-02-02 14:34:00,17675.0,United Kingdom,26,464,583.08,0
496590,2010-02-02 14:35:00,17675.0,United Kingdom,2,10,37.5,0
496591,2010-02-02 14:48:00,,Bahrain,29,159,439.85,1
496592,2010-02-02 14:51:00,17920.0,United Kingdom,18,360,849.86,0
496593,2010-02-02 15:22:00,,United Kingdom,2,2,3.35,1
496594,2010-02-02 15:36:00,,EIRE,28,382,1332.34,1
496595,2010-02-02 15:49:00,13042.0,United Kingdom,57,146,307.55,0
496596,2010-02-02 16:07:00,,United Kingdom,6,6,199.55,1
496597,2010-02-02 16:16:00,16843.0,United Kingdom,27,1144,1399.92,0
496609,2010-02-02 16:42:00,17092.0,United Kingdom,26,156,287.26,0
496611,2010-02-02 18:01:00,16067.0,United Kingdom,46,679,1861.0800000000002,0
496612,2010-02-03 07:31:00,15061.0,United Kingdom,7,236,907.4,0
496613,2010-02-03 08:14:00,15270.0,United Kingdom,6,144,664.8000000000001,0
496614,2010-02-03 08:15:00,15270.0,United Kingdom,6,216,501.96000000000004,0
496615,2010-02-03 08:50:00,,United Kingdom,195,262,1199.93,1
496616,2010-02-03 09:03:00,12682.0,France,28,305,642.21,0
496617,2010-02-03 09:06:00,12805.0,Netherlands,8,86,236.5,0
496618,2010-02-03 09:15:00,12510.0,Spain,1,20,17.0,0
496623,2010-02-03 09:43:00,15497.0,United Kingdom,13,245,598.91,0
496624,2010-02-03 09:47:00,15321.0,United Kingdom,25,292,411.66,0
496625,2010-02-03 09:56:00,14051.0,United Kingdom,12,344,595.58,0
496626,2010-02-03 10:03:00,13599.0,United Kingdom,26,563,1045.45,0
496627,2010-02-03 10:11:00,14867.0,United Kingdom,4,12,87.0,0
496628,2010-02-03 10:22:00,16755.0,United Kingdom,11,103,219.41000000000003,0
496629,2010-02-03 10:34:00,12647.0,Germany,2,24,20.4,0
496631,2010-02-03 10:39:00,14146.0,United Kingdom,24,171,385.2,0
496641,2010-02-03 11:46:00,15091.0,United Kingdom,15,90,328.0,0
496642,2010-02-03 11:50:00,15091.0,United Kingdom,12,146,237.9,0
496643,2010-02-03 11:58:00,13408.0,United Kingdom,19,642,1143.42,0
496644,2010-02-03 11:58:00,15003.0,United Kingdom,45,60,109.63,0
496651,2010-02-03 12:21:00,13553.0,United Kingdom,89,201,499.6,0
496652,2010-02-03 12:30:00,16928.0,United Kingdom,3,8,112.2,0
496662,2010-02-03 12:37:00,13757.0,United Kingdom,8,54,195.55,0
496665,2010-02-03 12:38:00,17311.0,United Kingdom,21,469,509.46,0
496675,2010-02-03 12:42:00,16840.0,United Kingdom,7,101,107.75,0
496677,2010-02-03 12:46:00,16081.0,United Kingdom,23,45,99.78999999999999,0
496679,2010-02-03 12:57:00,,United Kingdom,1,2,5.9,1
496681,2010-02-03 12:59:00,,United Kingdom,2,2,5.5,1
496690,2010-02-03 13:09:00,14399.0,United Kingdom,43,190,453.45,0
496703,2010-02-03 13:22:00,12396.0,RSA,65,591,931.43,0
496704,2010-02-03 13:24:00,16709.0,United Kingdom,30,345,652.65,0
496705,2010-02-03 13:29:00,15448.0,United Kingdom,21,255,294.17,0
496706,2010-02-03 13:34:00,15874.0,United Kingdom,20,413,710.65,0
496710,2010-02-03 13:52:00,18101.0,United Kingdom,23,37,112.5,0
496725,2010-02-03 14:16:00,13619.0,United Kingdom,21,38,98.74,0
496728,2010-02-03 14:23:00,14709.0,United Kingdom,28,129,346.75,0
496730,2010-02-03 14:24:00,16834.0,United Kingdom,24,402,485.5,0
496737,2010-02-03 14:26:00,17690.0,United Kingdom,14,117,294.65000000000003,0
496745,2010-02-03 14:36:00,16722.0,United Kingdom,18,343,306.1,0
496750,2010-02-03 14:51:00,12840.0,United Kingdom,11,104,150.0,0
496768,2010-02-03 15:07:00,14327.0,United Kingdom,19,313,307.74,0
496770,2010-02-03 15:19:00,15015.0,United Kingdom,31,132,191.02,0
496771,2010-02-03 15:23:00,14545.0,United Kingdom,23,236,349.25,0
496772,2010-02-03 15:34:00,16945.0,United Kingdom,20,431,315.0,0
496773,2010-02-03 15:45:00,15023.0,United Kingdom,69,400,684.58,0
496774,2010-02-03 15:52:00,13562.0,United Kingdom,15,170,300.3,0
496775,2010-02-03 15:53:00,13562.0,United Kingdom,5,54,360.3,0
496792,2010-02-03 16:46:00,16353.0,United Kingdom,1,84,105.0,0
496800,2010-02-03 17:04:00,,United Kingdom,168,432,1391.8899999999999,1
496801,2010-02-03 17:06:00,,United Kingdom,142,215,944.68,1
496802,2010-02-04 08:56:00,14038.0,United Kingdom,29,376,704.5500000000001,0
496803,2010-02-04 09:20:00,15591.0,United Kingdom,3,14,41.300000000000004,0
496804,2010-02-04 09:37:00,,United Kingdom,2,2,7.2,1
496816,2010-02-04 09:59:00,14497.0,United Kingdom,11,97,221.69,0
496817,2010-02-04 10:06:00,13468.0,United Kingdom,17,128,299.86,0
496818,2010-02-04 10:10:00,15732.0,United Kingdom,16,203,231.4,0
496820,2010-02-04 10:28:00,,United Kingdom,1,2,7.5,1
496821,2010-02-04 10:37:00,13875.0,United Kingdom,28,309,450.38,0
496822,2010-02-04 10:50:00,13107.0,United Kingdom,28,662,606.3,0
496829,2010-02-04 10:56:00,14607.0,United Kingdom,16,358,965.78,0
496850,2010-02-04 11:39:00,17406.0,United Kingdom,15,172,286.41999999999996,0
496851,2010-02-04 11:40:00,15768.0,United Kingdom,44,153,437.52,0
496862,2010-02-04 12:07:00,16891.0,United Kingdom,37,42,125.65,0
496863,2010-02-04 12:08:00,16771.0,United Kingdom,62,306,585.03,0
496864,2010-02-04 12:08:00,12373.0,Austria,20,206,357.90000000000003,0
496865,2010-02-04 12:18:00,16583.0,United Kingdom,4,42,64.5,0
496866,2010-02-04 12:22:00,15046.0,United Kingdom,23,107,233.45,0
496867,2010-02-04 12:26:00,13953.0,United Kingdom,1,500,625.0,0
496868,2010-02-04 12:27:00,14590.0,United Kingdom,5,35,127.15,0
496869,2010-02-04 12:41:00,16779.0,United Kingdom,17,326,662.4,0
496870,2010-02-04 13:00:00,17281.0,United Kingdom,1,30,112.5,0
496871,2010-02-04 13:18:00,16383.0,United Kingdom,73,270,460.39,0
496872,2010-02-04 13:34:00,14648.0,United Kingdom,70,220,249.74,0
496873,2010-02-04 13:38:00,14040.0,United Kingdom,4,18,78.5,0
496876,2010-02-04 13:46:00,16412.0,United Kingdom,14,24,68.25,0
496877,2010-02-04 13:47:00,13783.0,United Kingdom,3,648,488.88,0
496881,2010-02-04 13:53:00,17841.0,United Kingdom,32,58,164.83,0
496882,2010-02-04 14:13:00,15167.0,United Kingdom,122,361,659.43,0
496900,2010-02-04 14:19:00,17138.0,United Kingdom,101,837,1728.58,0
496904,2010-02-04 14:46:00,16986.0,United Kingdom,28,180,389.25,0
496907,2010-02-04 14:48:00,16986.0,United Kingdom,25,260,475.3,0
496911,2010-02-04 15:05:00,12500.0,Germany,16,203,311.43,0
496912,2010-02-04 15:15:00,16986.0,United Kingdom,25,260,475.3,0
496913,2010-02-04 15:19:00,16986.0,United Kingdom,28,185,399.75,0
496915,2010-02-04 15:21:00,15856.0,United Kingdom,17,231,701.51,0
496917,2010-02-04 15:35:00,14151.0,United Kingdom,21,229,327.4,0
496918,2010-02-04 15:40:00,16986.0,United Kingdom,26,167,376.95,0
496919,2010-02-04 15:41:00,16986.0,United Kingdom,25,260,475.3,0
496920,2010-02-04 15:49:00,17309.0,United Kingdom,21,97,209.89000000000001,0
496921,2010-02-04 15:49:00,14081.0,United Kingdom,71,283,423.56,0
496925,2010-02-04 16:12:00,14081.0,United Kingdom,5,7,47.65,0
496926,2010-02-04 16:16:00,17965.0,United Kingdom,63,325,453.25,0
496927,2010-02-04 16:18:00,17293.0,United Kingdom,17,56,164.95000000000002,0
496928,2010-02-04 16:21:00,16266.0,United Kingdom,9,65,152.17,0
496929,2010-02-04 16:40:00,16569.0,United Kingdom,5,196,399.72,0
496930,2010-02-04 16:43:00,17873.0,United Kingdom,17,226,311.14,0
496931,2010-02-04 16:43:00,15365.0,United Kingdom,13,158,325.12,0
496932,2010-02-04 16:48:00,17873.0,United Kingdom,13,171,365.45000000000005,0
496933,2010-02-04 16:49:00,13491.0,United Kingdom,12,159,243.65,0
496934,2010-02-04 17:05:00,14861.0,United Kingdom,7,55,105.53,0
496935,2010-02-04 17:11:00,17328.0,United Kingdom,6,86,104.7,0
496944,2010-02-04 17:29:00,14606.0,United Kingdom,35,61,129.88,0
496945,2010-02-04 17:38:00,15061.0,United Kingdom,6,680,1042.88,0
496946,2010-02-04 17:50:00,14307.0,United Kingdom,19,191,283.43,0
496947,2010-02-04 18:16:00,14030.0,United Kingdom,59,324,829.13,0
496948,2010-02-04 18:18:00,15810.0,United Kingdom,18,161,313.67,0
496949,2010-02-04 18:39:00,13874.0,United Kingdom,4,67,150.35,0
496959,2010-02-04 19:24:00,17949.0,United Kingdom,1,300,318.0,0
496961,2010-02-04 19:34:00,17231.0,United Kingdom,41,82,228.1,0
496962,2010-02-04 19:42:00,17949.0,United Kingdom,1,300,318.0,0
496963,2010-02-04 19:44:00,17949.0,United Kingdom,1,144,60.48,0
496972,2010-02-04 19:58:00,15031.0,United Kingdom,25,112,312.74,0
496973,2010-02-05 08:43:00,18267.0,United Kingdom,17,135,269.37,0
496974,2010-02-05 08:53:00,14298.0,United Kingdom,49,988,1138.84,0
496975,2010-02-05 09:14:00,12712.0,Germany,15,156,192.57999999999998,0
496976,2010-02-05 09:28:00,12500.0,Germany,30,36,106.45,0
496977,2010-02-05 09:49:00,13823.0,United Kingdom,30,217,532.9300000000001,0
496978,2010-02-05 09:53:00,15326.0,United Kingdom,23,237,372.15,0
496979,2010-02-05 09:58:00,,United Kingdom,139,220,1027.94,1
496980,2010-02-05 10:32:00,17157.0,United Kingdom,6,108,300.5,0
496981,2010-02-05 10:35:00,15482.0,United Kingdom,4,112,247.2,0
496982,2010-02-05 10:51:00,17969.0,United Kingdom,8,29,97.95,0
496987,2010-02-05 11:21:00,14607.0,United Kingdom,18,288,497.16,0
496990,2010-02-05 11:22:00,14607.0,United Kingdom,17,771,1328.77,0
496994,2010-02-05 11:32:00,13694.0,United Kingdom,15,1296,1653.76,0
496996,2010-02-05 11:37:00,18087.0,United Kingdom,6,80,315.6,0
497000,2010-02-05 11:41:00,13234.0,United Kingdom,13,41,118.10000000000001,0
497002,2010-02-05 11:57:00,12853.0,United Kingdom,21,292,413.0,0
497004,2010-02-05 12:04:00,15291.0,United Kingdom,4,80,376.0,0
497005,2010-02-05 12:22:00,13009.0,United Kingdom,4,120,234.0,0
497006,2010-02-05 12:26:00,16147.0,United Kingdom,41,420,674.64,0
497007,2010-02-05 12:30:00,15465.0,United Kingdom,9,44,130.75,0
497025,2010-02-05 13:14:00,15311.0,United Kingdom,14,123,119.37,0
497027,2010-02-05 13:17:00,13658.0,United Kingdom,53,391,982.26,0
497029,2010-02-05 13:35:00,13141.0,United Kingdom,31,319,354.87,0
497030,2010-02-05 13:37:00,18102.0,United Kingdom,8,242,458.42,0
497031,2010-02-05 13:38:00,12835.0,United Kingdom,15,70,113.38,0
497033,2010-02-05 13:57:00,18170.0,United Kingdom,13,222,302.46000000000004,0
497035,2010-02-05 14:14:00,16704.0,United Kingdom,46,394,542.31,0
497036,2010-02-05 14:18:00,15738.0,United Kingdom,10,234,258.7,0
497043,2010-02-05 14:42:00,15784.0,United Kingdom,28,235,466.19,0
497056,2010-02-05 14:47:00,14682.0,United Kingdom,22,168,387.02,0
497073,2010-02-05 14:52:00,16168.0,United Kingdom,6,50,88.98,0
497084,2010-02-05 14:57:00,18168.0,United Kingdom,16,114,171.62,0
497100,2010-02-05 15:04:00,14298.0,United Kingdom,1,374,33.66,0
497106,2010-02-05 15:16:00,17961.0,United Kingdom,2,37,37.07,0
497124,2010-02-05 15:24:00,13564.0,United Kingdom,44,232,617.34,0
497152,2010-02-05 16:01:00,15660.0,United Kingdom,3,28,109.0,0
497157,2010-02-05 16:25:00,18102.0,United Kingdom,6,1190,5206.5,0
497163,2010-02-05 16:45:00,16550.0,United Kingdom,1,12,15.0,0
497166,2010-02-05 17:21:00,,United Kingdom,145,231,981.6999999999999,1
497195,2010-02-07 10:53:00,13700.0,United Kingdom,8,51,54.300000000000004,0
497196,2010-02-07 11:16:00,15712.0,United Kingdom,16,99,301.25,0
497197,2010-02-07 11:17:00,16714.0,United Kingdom,23,239,368.27,0
497198,2010-02-07 11:21:00,15580.0,United Kingdom,16,103,99.69,0
497200,2010-02-07 11:29:00,13984.0,United Kingdom,19,54,110.27000000000001,0
497201,2010-02-07 11:37:00,12681.0,France,49,562,861.64,0
497202,2010-02-07 11:38:00,15059.0,United Kingdom,44,88,212.78,0
497203,2010-02-07 11:48:00,14546.0,United Kingdom,59,216,481.15999999999997,0
497204,2010-02-07 11:52:00,15422.0,United Kingdom,21,185,298.99,0
497205,2010-02-07 11:57:00,17841.0,United Kingdom,19,36,268.1,0
497207,2010-02-07 12:15:00,14454.0,United Kingdom,33,96,197.96,0
497208,2010-02-07 12:16:00,15584.0,United Kingdom,58,102,351.99,0
497209,2010-02-07 12:40:00,16788.0,United Kingdom,121,253,412.36,0
497210,2010-02-07 12:41:00,12402.0,Belgium,10,86,176.7,0
497211,2010-02-07 12:41:00,16225.0,United Kingdom,13,66,181.6,0
497212,2010-02-07 13:30:00,18051.0,United Kingdom,8,192,309.7,0
497213,2010-02-07 14:07:00,14735.0,United Kingdom,20,243,349.31,0
497214,2010-02-07 14:10:00,14562.0,United Kingdom,29,76,123.10000000000001,0
497215,2010-02-07 14:11:00,13648.0,United Kingdom,22,192,310.44,0
497216,2010-02-07 14:27:00,14685.0,United Kingdom,22,189,398.76,0
497217,2010-02-07 14:27:00,14156.0,EIRE,34,5116,7497.64,0
497218,2010-02-07 14:27:00,12644.0,Germany,6,42,178.20000000000002,0
