CustomerID,FirstPurchase,LastPurchase,Orders,Revenue,Lines,Country
13418,2009-12-11 12:51:00,2011-11-28 10:23:00,31,12182.9,560,United Kingdom
13419,2011-10-07 12:49:00,2011-10-07 12:49:00,1,221.06,16,United Kingdom
13420,2011-06-22 11:35:00,2011-07-13 08:48:00,2,159.85,8,United Kingdom
13421,2010-02-14 14:45:00,2011-10-30 14:21:00,8,4048.25,264,United Kingdom
13422,2011-10-06 13:42:00,2011-10-06 13:42:00,1,2626.3,127,United Kingdom
13423,2010-10-07 09:02:00,2010-10-07 09:02:00,1,217.03,12,United Kingdom
13424,2010-09-16 10:49:00,2010-09-16 10:49:00,1,572.77,40,United Kingdom
13425,2010-05-09 14:35:00,2011-08-23 17:13:00,5,3390.4300000000003,177,United Kingdom
13426,2009-12-09 15:16:00,2011-12-09 08:59:00,22,8167.38,343,United Kingdom
13427,2009-12-17 13:44:00,2011-11-20 13:02:00,6,1006.53,52,United Kingdom
13428,2010-07-13 13:20:00,2011-11-29 14:20:00,3,478.54,138,United Kingdom
13429,2011-09-25 15:59:00,2011-11-29 09:10:00,4,1006.8,67,United Kingdom
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2,679.45,49,United Kingdom
13431,2010-02-18 11:53:00,2011-10-03 13:49:00,8,3316.24,129,United Kingdom
13432,2010-04-06 14:42:00,2010-05-17 13:18:00,2,436.55,110,United Kingdom
13433,2010-01-12 08:59:00,2010-07-26 16:55:00,4,658.3199999999999,24,United Kingdom
13434,2010-02-22 09:54:00,2011-09-26 14:30:00,5,1666.8600000000001,35,United Kingdom
13435,2010-07-27 16:56:00,2011-12-04 14:45:00,9,4447.33,149,United Kingdom
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,196.89,12,United Kingdom
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,3408.06,167,United Kingdom
13438,2010-06-10 18:46:00,2010-06-10 18:46:00,1,46.5,1,United Kingdom
13439,2010-07-01 14:36:00,2011-03-29 14:20:00,3,986.61,167,United Kingdom
13440,2010-09-14 10:34:00,2010-10-12 13:11:00,7,1295.25,59,United Kingdom
13441,2010-10-04 10:38:00,2011-09-09 09:38:00,2,720.9,38,United Kingdom
13442,2009-12-01 14:59:00,2010-02-10 14:03:00,3,419.87,38,United Kingdom
13443,2010-01-31 13:30:00,2010-09-17 12:31:00,6,1269.3700000000001,198,United Kingdom
13444,2010-07-21 14:34:00,2010-11-30 13:02:00,2,619.08,57,United Kingdom
13445,2010-03-23 15:34:00,2010-03-23 15:34:00,1,241.89999999999998,7,United Kingdom
13446,2010-02-14 11:52:00,2010-10-05 18:51:00,11,3881.89,192,United Kingdom
13447,2011-11-04 10:10:00,2011-11-16 13:38:00,3,1129.14,59,United Kingdom
13448,2009-12-06 12:14:00,2011-11-23 12:33:00,12,8830.18,550,United Kingdom
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,291.88,19,United Kingdom
13450,2010-04-15 19:15:00,2011-11-13 11:54:00,13,4120.04,147,United Kingdom
13451,2010-03-21 16:13:00,2011-11-13 15:58:00,11,7088.92,1021,United Kingdom
13452,2010-08-24 09:53:00,2011-03-25 14:19:00,3,729.8,3,United Kingdom
13453,2010-11-02 13:23:00,2011-06-27 09:34:00,3,781.6899999999999,40,United Kingdom
13454,2010-03-08 14:40:00,2010-03-08 14:40:00,1,219.87,23,United Kingdom
13455,2009-12-09 08:58:00,2011-11-15 11:21:00,6,2905.93,144,United Kingdom
13456,2011-05-16 15:34:00,2011-11-22 09:18:00,6,1766.72,63,United Kingdom
13457,2009-12-02 12:46:00,2010-01-20 08:48:00,2,148.22,9,United Kingdom
13458,2010-11-16 14:01:00,2011-12-02 15:29:00,16,11959.27,485,United Kingdom
13459,2010-01-26 13:35:00,2010-03-25 10:24:00,2,1160.4099999999999,73,United Kingdom
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2,183.44,17,United Kingdom
13461,2010-04-21 16:01:00,2011-11-01 09:01:00,6,4160.0,62,United Kingdom
13462,2009-12-14 09:48:00,2011-04-01 11:20:00,5,1153.85,71,United Kingdom
13464,2010-03-31 15:22:00,2011-10-12 15:01:00,6,3097.64,151,United Kingdom
13465,2010-05-02 15:30:00,2010-09-19 15:13:00,2,931.12,34,United Kingdom
13466,2010-03-21 13:50:00,2011-06-08 16:39:00,5,1013.35,55,United Kingdom
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2,1071.91,98,United Kingdom
13468,2009-12-03 13:32:00,2011-12-08 10:39:00,72,13375.51,727,United Kingdom
13469,2010-02-24 15:03:00,2010-02-24 15:03:00,1,82.4,6,United Kingdom
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2,165.0,10,United Kingdom
13471,2011-10-23 13:10:00,2011-12-08 15:44:00,4,2501.84,254,United Kingdom
13472,2010-06-02 09:48:00,2010-09-02 09:41:00,2,592.24,28,United Kingdom
13473,2009-12-15 19:02:00,2011-10-10 11:20:00,8,2657.7599999999998,70,United Kingdom
13474,2010-08-01 14:40:00,2011-04-17 13:53:00,3,646.59,126,United Kingdom
13475,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1431.78,86,United Kingdom
13476,2010-03-05 09:39:00,2011-06-14 12:00:00,5,2061.4700000000003,106,United Kingdom
13477,2010-01-25 11:52:00,2011-11-02 12:04:00,11,2819.17,157,United Kingdom
13478,2010-01-31 15:51:00,2010-08-27 13:23:00,5,2215.78,125,United Kingdom
13479,2010-08-19 16:18:00,2011-05-23 10:45:00,4,851.37,53,United Kingdom
13480,2010-01-29 12:35:00,2010-10-19 11:53:00,2,627.82,41,United Kingdom
13481,2009-12-04 12:37:00,2011-10-25 09:07:00,11,3830.84,224,United Kingdom
13482,2010-03-22 10:31:00,2011-04-21 17:03:00,2,336.09,20,United Kingdom
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,140.34,10,United Kingdom
13484,2010-03-10 11:46:00,2011-04-12 16:30:00,3,790.72,39,United Kingdom
13485,2009-12-03 13:46:00,2011-04-20 13:58:00,11,3015.2200000000003,157,United Kingdom
13486,2011-07-07 17:19:00,2011-09-22 13:13:00,3,1122.41,69,United Kingdom
13487,2009-12-05 10:25:00,2011-10-13 12:07:00,5,846.87,49,United Kingdom
13488,2010-01-25 10:13:00,2011-11-22 14:41:00,23,15587.88,724,United Kingdom
13489,2011-02-18 10:42:00,2011-08-26 13:16:00,4,449.52,14,United Kingdom
13490,2010-02-23 14:48:00,2010-02-23 14:48:00,1,154.25,8,United Kingdom
13491,2009-12-07 08:24:00,2011-10-19 08:32:00,27,4566.56,268,United Kingdom
13492,2011-05-09 10:06:00,2011-07-26 14:25:00,3,1269.84,50,Switzerland
13493,2011-02-25 16:42:00,2011-03-09 15:35:00,2,498.63,6,Switzerland
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,316.26000000000005,18,United Kingdom
13495,2009-12-07 12:12:00,2011-12-02 11:21:00,10,5374.26,147,United Kingdom
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2,653.33,35,United Kingdom
13497,2010-02-08 10:27:00,2011-03-02 09:04:00,6,1320.33,67,United Kingdom
13498,2009-12-09 15:26:00,2009-12-09 15:26:00,1,327.38,17,United Kingdom
13499,2011-03-15 08:52:00,2011-11-22 11:21:00,5,1159.11,42,United Kingdom
13500,2010-11-03 13:16:00,2011-11-16 15:35:00,4,1466.3,85,United Kingdom
13501,2010-05-18 13:24:00,2011-02-24 18:59:00,3,2885.11,114,Switzerland
13502,2010-06-09 10:52:00,2011-11-23 10:39:00,5,780.5,33,United Kingdom
13503,2010-02-16 13:49:00,2011-09-29 13:23:00,5,1778.04,188,United Kingdom
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,295.93,22,United Kingdom
13505,2011-04-21 12:07:00,2011-09-28 11:56:00,4,3633.63,211,Switzerland
13506,2010-09-05 12:33:00,2011-01-27 13:53:00,5,1639.2,98,United Kingdom
13507,2011-07-17 11:50:00,2011-12-06 13:13:00,4,2479.16,162,United Kingdom
13508,2010-03-07 11:58:00,2011-04-10 11:58:00,2,287.05,28,United Kingdom
13509,2010-07-20 12:10:00,2011-12-01 10:10:00,7,1099.72,48,United Kingdom
13510,2009-12-21 11:53:00,2011-12-08 13:46:00,11,4558.29,289,United Kingdom
13511,2010-02-01 12:10:00,2010-02-01 12:10:00,1,282.76,5,United Kingdom
13512,2010-05-05 13:22:00,2011-03-24 10:03:00,4,713.39,39,United Kingdom
13513,2010-02-22 16:36:00,2011-08-05 11:50:00,3,824.59,40,United Kingdom
13514,2010-01-26 15:11:00,2011-09-27 09:39:00,4,815.9000000000001,21,United Kingdom
13515,2010-03-05 11:58:00,2011-09-28 11:26:00,6,1265.82,76,United Kingdom
13516,2010-10-18 08:52:00,2011-11-18 13:15:00,4,1685.26,61,United Kingdom
13517,2011-06-13 08:44:00,2011-10-11 11:43:00,3,2128.42,141,United Kingdom
13518,2011-09-15 10:29:00,2011-09-15 10:29:00,1,627.16,36,United Kingdom
13519,2010-09-23 11:45:00,2011-09-22 18:24:00,2,343.21,19,United Kingdom
13520,2009-12-17 11:11:00,2011-10-12 10:20:00,11,5669.4,193,Switzerland
13521,2011-11-29 15:09:00,2011-12-08 13:50:00,3,1070.47,417,United Kingdom
13522,2011-11-09 15:11:00,2011-11-09 15:11:00,1,125.80000000000001,5,United Kingdom
13523,2010-11-02 14:55:00,2011-11-06 15:11:00,6,5101.52,231,United Kingdom
13524,2011-05-04 12:26:00,2011-10-30 12:34:00,5,680.1800000000001,27,United Kingdom
13525,2011-04-05 15:36:00,2011-11-25 12:01:00,2,628.78,6,United Kingdom
13526,2009-12-01 12:56:00,2009-12-01 13:13:00,2,1182.0,44,United Kingdom
13527,2010-01-21 12:37:00,2011-11-06 12:04:00,12,4541.29,443,United Kingdom
13529,2011-05-19 11:50:00,2011-09-22 09:15:00,2,307.76,15,United Kingdom
13530,2010-03-15 14:10:00,2010-03-15 14:10:00,1,402.97999999999996,18,United Kingdom
13531,2009-12-03 15:20:00,2011-05-18 16:56:00,6,1738.52,90,United Kingdom
13532,2011-11-06 12:25:00,2011-11-06 12:25:00,1,210.31,66,United Kingdom
13533,2011-03-17 12:47:00,2011-06-10 11:54:00,3,269.09,75,United Kingdom
13534,2010-07-07 15:00:00,2011-12-07 14:52:00,35,7720.9,392,United Kingdom
13535,2010-11-02 11:49:00,2010-11-02 11:49:00,1,89.5,1,United Kingdom
13536,2011-09-25 13:30:00,2011-12-08 16:38:00,7,3444.39,178,United Kingdom
13537,2010-09-14 10:41:00,2010-10-10 12:45:00,2,717.85,42,United Kingdom
13538,2010-02-02 12:47:00,2011-10-27 16:34:00,12,3103.13,142,United Kingdom
13539,2010-04-28 12:04:00,2011-09-15 10:18:00,7,1569.3600000000001,86,United Kingdom
13540,2010-02-22 09:22:00,2010-08-29 14:20:00,3,632.39,32,United Kingdom
13541,2010-05-18 16:15:00,2010-10-08 16:37:00,2,785.25,10,United Kingdom
13542,2009-12-10 19:53:00,2010-11-28 11:24:00,17,3959.4900000000002,331,United Kingdom
13543,2010-01-21 14:30:00,2010-03-15 13:34:00,2,1439.6100000000001,47,United Kingdom
13544,2010-03-05 11:31:00,2011-10-31 11:57:00,6,790.2,238,United Kingdom
13545,2010-06-13 11:49:00,2010-11-14 11:27:00,2,364.93,54,United Kingdom
13546,2010-10-11 17:23:00,2011-11-27 14:50:00,5,1086.24,152,United Kingdom
13547,2010-10-27 14:14:00,2010-10-27 14:14:00,1,164.53,43,United Kingdom
13548,2010-08-25 13:44:00,2011-09-04 14:50:00,3,901.44,184,United Kingdom
13549,2010-11-17 12:17:00,2011-11-14 09:20:00,8,1005.8,59,United Kingdom
13550,2010-11-21 15:24:00,2010-11-21 15:24:00,1,342.55,42,United Kingdom
13551,2010-02-11 15:01:00,2011-01-24 14:46:00,2,244.2,5,United Kingdom
13552,2010-02-19 13:28:00,2011-10-04 15:19:00,22,6948.92,207,United Kingdom
13553,2010-02-03 12:21:00,2010-02-03 12:21:00,1,499.6,89,United Kingdom
13554,2010-09-19 12:39:00,2010-11-24 15:05:00,7,1629.35,196,United Kingdom
13555,2010-01-19 13:20:00,2011-09-27 12:36:00,13,8891.84,397,United Kingdom
13556,2010-09-30 09:01:00,2010-10-06 16:44:00,2,200.82,9,United Kingdom
13557,2009-12-08 17:41:00,2011-11-11 15:24:00,13,3032.26,180,United Kingdom
13558,2011-10-02 13:01:00,2011-12-04 11:24:00,4,594.52,169,United Kingdom
13559,2010-06-14 11:52:00,2010-07-15 09:52:00,2,990.0,2,United Kingdom
13560,2011-12-02 13:11:00,2011-12-02 13:11:00,1,171.42000000000002,32,United Kingdom
13561,2010-02-28 13:42:00,2011-05-08 12:39:00,11,1803.4,229,United Kingdom
13562,2010-01-14 16:33:00,2011-09-19 10:51:00,8,4838.18,196,United Kingdom
13563,2011-07-22 17:21:00,2011-09-16 14:45:00,2,777.53,49,United Kingdom
13564,2009-12-02 11:55:00,2010-12-20 16:50:00,36,16416.27,1235,United Kingdom
13565,2010-10-24 15:51:00,2011-11-20 14:33:00,3,414.8,60,United Kingdom
13566,2010-03-10 12:22:00,2011-10-30 11:59:00,5,1684.75,365,United Kingdom
13567,2010-06-16 12:48:00,2010-10-07 12:51:00,4,1079.29,201,United Kingdom
13568,2011-06-19 14:42:00,2011-06-19 14:42:00,1,187.05,43,United Kingdom
13569,2010-10-07 13:05:00,2011-11-22 13:07:00,4,834.86,201,United Kingdom
13570,2011-04-10 13:36:00,2011-04-10 13:36:00,1,239.49,27,United Kingdom
13571,2009-12-08 13:02:00,2011-11-27 10:47:00,26,4537.26,673,United Kingdom
13572,2011-05-18 11:59:00,2011-05-18 11:59:00,1,1384.25,33,United Kingdom
13573,2010-03-12 16:06:00,2011-10-20 14:33:00,6,903.07,86,United Kingdom
13574,2010-10-24 13:28:00,2010-10-24 13:28:00,1,404.45,91,United Kingdom
13575,2011-06-16 14:24:00,2011-11-16 13:14:00,5,732.0699999999999,46,United Kingdom
13576,2009-12-08 15:12:00,2011-11-29 15:34:00,28,11551.74,279,United Kingdom
13577,2009-12-14 16:10:00,2011-11-14 15:19:00,11,3484.28,167,United Kingdom
13578,2010-10-26 13:44:00,2010-10-26 13:44:00,1,147.66,9,United Kingdom
13579,2010-02-18 13:53:00,2011-11-25 08:41:00,5,1539.04,90,United Kingdom
13580,2010-10-29 15:01:00,2010-10-29 15:01:00,1,107.75,5,United Kingdom
13581,2010-10-21 16:30:00,2011-02-03 14:41:00,2,280.53000000000003,33,United Kingdom
13582,2010-04-01 11:38:00,2010-11-15 11:34:00,2,241.68,11,United Kingdom
13583,2010-01-29 13:53:00,2011-07-07 10:40:00,2,1445.03,95,United Kingdom
13584,2010-02-02 08:40:00,2011-02-06 12:49:00,3,385.7,80,United Kingdom
13585,2009-12-01 14:56:00,2010-06-27 12:33:00,3,684.54,39,United Kingdom
13586,2010-06-16 13:47:00,2010-06-16 13:47:00,1,127.28,20,United Kingdom
13587,2010-02-14 13:17:00,2011-10-07 12:31:00,4,1673.5,30,United Kingdom
13588,2011-03-29 15:53:00,2011-11-24 10:42:00,9,2478.95,174,United Kingdom
13589,2009-12-06 10:26:00,2011-11-25 12:10:00,6,1120.74,52,United Kingdom
13590,2009-12-01 13:37:00,2011-11-28 12:54:00,18,6336.04,406,United Kingdom
13591,2009-12-14 15:44:00,2011-10-06 12:26:00,7,2093.94,101,United Kingdom
13592,2011-03-20 14:01:00,2011-11-04 09:49:00,4,247.95999999999998,16,United Kingdom
13593,2010-03-02 16:36:00,2011-08-23 13:35:00,14,5493.29,408,United Kingdom
13594,2010-08-11 10:23:00,2011-10-18 10:19:00,2,533.32,33,United Kingdom
13595,2010-03-03 14:42:00,2010-07-11 12:36:00,3,784.48,143,United Kingdom
13596,2011-11-27 11:57:00,2011-12-04 12:01:00,2,664.11,146,United Kingdom
13597,2010-11-02 09:30:00,2010-11-04 14:54:00,2,396.71,17,United Kingdom
13598,2010-02-26 11:22:00,2011-10-23 14:28:00,5,761.96,92,United Kingdom
13599,2009-12-01 12:30:00,2011-12-08 16:10:00,33,10163.880000000001,409,United Kingdom
13600,2010-03-15 17:16:00,2011-01-31 15:27:00,2,518.42,41,United Kingdom
13601,2010-06-11 15:03:00,2011-10-25 17:31:00,4,1159.99,185,United Kingdom
13602,2010-05-28 11:49:00,2011-10-06 11:47:00,4,1025.17,58,United Kingdom
13603,2011-11-13 15:57:00,2011-11-13 15:57:00,1,164.34,27,United Kingdom
13604,2010-02-19 12:02:00,2010-02-19 12:02:00,1,717.62,21,United Kingdom
13605,2010-05-17 15:46:00,2010-11-17 17:16:00,2,522.67,53,United Kingdom
13606,2011-02-01 11:42:00,2011-11-10 17:46:00,3,276.75,40,United Kingdom
13607,2010-11-02 11:48:00,2011-10-30 16:17:00,2,1075.81,121,United Kingdom
13608,2010-06-17 12:28:00,2010-06-17 12:28:00,1,232.05,34,United Kingdom
13609,2010-04-25 13:26:00,2010-04-25 13:26:00,1,167.35,7,United Kingdom
13610,2010-01-05 14:12:00,2011-11-27 15:38:00,14,2102.46,398,United Kingdom
13611,2009-12-03 07:57:00,2011-09-11 14:51:00,10,3297.9300000000003,226,United Kingdom
13612,2010-03-17 12:14:00,2010-03-17 12:14:00,1,818.29,50,United Kingdom
13613,2010-02-17 12:40:00,2010-09-13 12:01:00,5,1039.8500000000001,59,United Kingdom
13614,2010-06-06 13:42:00,2011-11-15 14:47:00,6,2332.74,264,United Kingdom
13615,2010-01-28 15:43:00,2011-01-25 08:21:00,8,6272.53,367,United Kingdom
13616,2010-01-17 14:56:00,2010-05-20 12:59:00,2,283.85,35,United Kingdom
13617,2010-08-01 15:23:00,2011-10-30 13:50:00,8,1278.75,107,United Kingdom
13618,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,13,United Kingdom
13619,2010-02-03 14:16:00,2010-06-13 11:39:00,2,223.44,44,United Kingdom
13620,2010-06-29 15:02:00,2010-06-29 15:02:00,1,112.34,5,United Kingdom
13621,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,19,United Kingdom
13622,2010-01-12 13:22:00,2010-01-12 13:22:00,1,658.95,32,United Kingdom
13623,2009-12-02 13:57:00,2011-11-09 12:00:00,10,2533.06,284,United Kingdom
13624,2010-11-16 13:43:00,2010-11-16 13:43:00,1,462.08,22,United Kingdom
13625,2010-04-22 10:50:00,2010-04-22 10:50:00,1,301.26,21,United Kingdom
13626,2010-11-25 16:12:00,2011-04-01 10:05:00,2,707.04,44,United Kingdom
13627,2010-03-09 14:03:00,2011-10-11 14:20:00,7,2245.9,129,United Kingdom
13628,2010-02-01 14:44:00,2010-02-01 14:44:00,1,310.14,16,United Kingdom
13629,2010-02-11 17:34:00,2011-11-16 13:21:00,19,13370.86,87,United Kingdom
13630,2011-02-27 12:49:00,2011-12-04 15:16:00,7,2031.78,71,United Kingdom
13631,2011-03-17 17:13:00,2011-09-01 09:57:00,11,3070.42,11,United Kingdom
13632,2010-04-07 10:59:00,2011-11-15 10:51:00,8,3645.81,220,United Kingdom
13634,2010-01-10 14:26:00,2011-11-06 13:40:00,15,4988.08,443,United Kingdom
13635,2009-12-01 09:46:00,2011-10-03 10:55:00,4,2999.16,162,United Kingdom
13636,2011-02-27 14:29:00,2011-11-03 10:30:00,5,949.12,63,United Kingdom
13637,2011-04-27 13:06:00,2011-10-18 13:32:00,3,803.05,98,United Kingdom
13638,2011-11-24 10:38:00,2011-11-24 10:38:00,1,122.64,8,United Kingdom
13639,2010-09-29 10:05:00,2011-09-26 13:36:00,2,1346.27,59,United Kingdom
13640,2010-04-07 15:33:00,2010-04-07 15:33:00,1,405.0,4,United Kingdom
13641,2009-12-05 13:17:00,2010-03-09 07:37:00,4,942.37,43,United Kingdom
13642,2010-10-03 12:23:00,2011-05-08 12:34:00,4,472.2,105,United Kingdom
13643,2009-12-08 12:48:00,2011-11-08 15:37:00,10,2156.77,102,United Kingdom
13644,2011-08-26 11:53:00,2011-11-23 14:07:00,4,2624.26,146,United Kingdom
13645,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,5,United Kingdom
13646,2010-11-05 12:00:00,2010-11-05 12:13:00,2,326.25,58,United Kingdom
13647,2010-04-15 12:55:00,2011-11-30 12:00:00,8,3041.68,139,United Kingdom
13648,2009-12-01 18:13:00,2010-11-04 14:46:00,8,1759.07,105,United Kingdom
13649,2010-06-30 16:35:00,2011-03-28 11:51:00,6,1651.48,123,United Kingdom
13650,2010-01-26 08:44:00,2011-11-23 12:22:00,10,3288.0,172,United Kingdom
13651,2010-11-23 09:44:00,2011-10-31 12:11:00,2,211.85,13,United Kingdom
13652,2010-02-25 17:37:00,2011-10-25 08:51:00,5,2570.85,159,United Kingdom
13653,2010-08-09 08:19:00,2010-08-09 08:19:00,1,152.2,9,United Kingdom
13654,2009-12-02 11:43:00,2011-10-27 16:24:00,11,6308.0,329,United Kingdom
13655,2010-04-27 09:59:00,2011-08-17 14:25:00,6,2280.51,119,United Kingdom
13656,2010-04-23 12:50:00,2011-06-28 10:31:00,4,1078.85,87,United Kingdom
13657,2011-05-22 12:35:00,2011-11-29 12:32:00,2,382.14,16,United Kingdom
13658,2010-02-05 13:17:00,2011-11-30 10:13:00,9,6025.5,237,United Kingdom
13659,2010-02-17 09:05:00,2011-05-18 12:37:00,12,4884.68,274,United Kingdom
13660,2010-11-04 16:10:00,2010-11-04 16:10:00,1,306.64,40,United Kingdom
13661,2010-04-15 14:58:00,2010-04-15 14:58:00,1,325.24,17,United Kingdom
13662,2010-02-19 13:21:00,2011-09-15 12:04:00,11,2233.61,136,United Kingdom
13663,2010-03-03 10:11:00,2011-06-13 15:44:00,5,2047.51,99,United Kingdom
13665,2010-07-23 13:29:00,2010-11-18 13:06:00,3,1711.6599999999999,106,United Kingdom
13666,2009-12-04 10:48:00,2011-10-10 15:39:00,5,127.05,18,United Kingdom
13667,2011-07-13 15:42:00,2011-07-13 15:42:00,1,299.05,83,United Kingdom
13668,2009-12-11 14:28:00,2011-12-07 12:11:00,35,12948.48,756,United Kingdom
13669,2010-10-28 15:05:00,2011-10-20 09:32:00,3,413.55,14,United Kingdom
13670,2011-09-25 15:25:00,2011-09-25 15:25:00,1,349.7,25,United Kingdom
13671,2010-11-10 10:50:00,2010-11-10 10:50:00,1,172.6,64,United Kingdom
13672,2009-12-09 11:40:00,2011-02-11 13:53:00,3,419.92,18,United Kingdom
13673,2011-11-07 15:40:00,2011-11-21 12:11:00,2,387.44,60,United Kingdom
13674,2010-10-03 10:41:00,2010-10-03 10:41:00,1,240.68,14,United Kingdom
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2,486.82000000000005,25,United Kingdom
13676,2010-03-30 16:53:00,2010-06-18 17:30:00,2,243.9,13,United Kingdom
13677,2010-07-07 17:25:00,2010-10-31 11:32:00,2,551.24,106,United Kingdom
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,16,United Kingdom
13679,2009-12-04 16:52:00,2010-08-03 12:13:00,3,281.26,50,United Kingdom
13680,2009-12-04 14:14:00,2011-12-08 13:47:00,12,11419.67,646,United Kingdom
13681,2011-07-07 15:21:00,2011-11-22 11:13:00,4,827.83,57,United Kingdom
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,3,United Kingdom
13683,2010-09-08 10:00:00,2010-09-08 10:00:00,1,258.6,10,United Kingdom
13684,2010-03-28 14:48:00,2011-02-27 10:13:00,4,594.88,108,United Kingdom
13685,2011-10-10 12:59:00,2011-12-07 11:41:00,7,3119.44,39,United Kingdom
13686,2010-11-03 13:44:00,2011-06-10 09:10:00,3,409.04,34,United Kingdom
13687,2010-09-27 16:30:00,2010-09-27 16:30:00,1,11880.84,45,United Kingdom
13688,2010-03-14 14:11:00,2010-03-14 14:11:00,1,375.5,5,United Kingdom
13689,2010-09-21 10:27:00,2011-10-07 13:21:00,2,1259.5,9,United Kingdom
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,172.25,9,United Kingdom
13691,2010-11-08 17:34:00,2010-11-08 17:34:00,1,210.78,53,United Kingdom
13692,2010-10-15 13:28:00,2011-11-15 11:17:00,5,3114.4,96,United Kingdom
13693,2009-12-07 11:29:00,2010-11-30 18:21:00,9,2011.82,106,United Kingdom
13694,2009-12-04 15:26:00,2011-12-06 09:32:00,143,196482.81,1525,United Kingdom
13695,2010-05-11 11:07:00,2011-11-08 14:26:00,16,2770.73,96,United Kingdom
13696,2010-02-11 14:17:00,2010-10-14 09:44:00,3,2020.4,24,United Kingdom
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.29999999999998,12,United Kingdom
13698,2010-01-27 09:02:00,2010-04-22 11:52:00,2,451.73,38,United Kingdom
13699,2010-06-07 13:03:00,2011-07-07 16:51:00,2,764.15,37,United Kingdom
13700,2010-02-07 10:53:00,2011-11-13 13:00:00,13,2596.9700000000003,240,United Kingdom
13701,2010-09-19 12:39:00,2010-09-19 12:39:00,1,161.0,9,United Kingdom
13702,2010-09-20 11:40:00,2010-09-20 11:40:00,1,135.18,5,United Kingdom
13703,2010-10-20 13:11:00,2011-01-25 13:10:00,2,425.56,37,United Kingdom
13704,2011-09-12 14:40:00,2011-12-04 15:13:00,9,2308.06,134,United Kingdom
13705,2010-03-25 17:19:00,2011-12-02 12:32:00,7,2035.33,84,United Kingdom
13706,2010-03-23 09:18:00,2011-02-10 09:21:00,2,631.17,38,United Kingdom
13707,2010-06-21 11:57:00,2011-03-17 18:03:00,5,3365.86,155,United Kingdom
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,283.33,48,United Kingdom
13709,2010-01-11 10:40:00,2011-12-06 10:28:00,18,7571.35,407,United Kingdom
13710,2010-04-06 12:54:00,2011-11-08 08:16:00,3,509.52,15,United Kingdom
13711,2009-12-15 19:04:00,2011-05-05 10:31:00,9,1792.26,92,United Kingdom
13712,2010-04-08 11:16:00,2011-04-07 12:33:00,2,766.42,33,United Kingdom
13713,2010-05-05 16:48:00,2010-10-27 16:18:00,3,740.76,80,United Kingdom
13714,2010-08-31 13:57:00,2010-08-31 13:57:00,1,161.35,30,United Kingdom
13715,2010-03-11 15:33:00,2011-03-03 19:21:00,17,8425.69,527,United Kingdom
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,21,United Kingdom
13717,2010-08-11 09:40:00,2011-11-07 14:13:00,8,1763.3,124,United Kingdom
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,306.55,12,United Kingdom
13719,2010-05-17 14:36:00,2011-11-24 15:26:00,11,2782.1,247,United Kingdom
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,799.9,43,United Kingdom
13721,2010-11-09 17:59:00,2011-11-03 14:05:00,2,741.54,42,United Kingdom
13722,2010-03-03 14:13:00,2011-07-31 12:44:00,10,5635.41,189,United Kingdom
13723,2010-04-07 14:32:00,2011-05-06 17:04:00,6,1194.08,58,United Kingdom
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,213.01,42,United Kingdom
13725,2011-02-04 12:18:00,2011-10-21 10:03:00,8,1980.56,104,United Kingdom
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1079.6599999999999,42,United Kingdom
13727,2009-12-09 13:25:00,2011-11-11 09:46:00,8,1074.15,83,United Kingdom
13728,2009-12-09 17:13:00,2011-11-03 10:49:00,16,2855.17,164,United Kingdom
13729,2010-01-24 14:57:00,2010-09-30 10:44:00,3,724.73,39,United Kingdom
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,752.6,43,United Kingdom
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,610.59,38,United Kingdom
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,33,United Kingdom
